"","Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PS.G","fix"
"96",100,"Dante Cunningham\cunnida01","PF",24,"MEM",64,5,17.6,2.3,4.4,0.516,0,0,0,2.3,4.3,0.52,0.516,0.7,1.1,0.652,1.4,2.4,3.8,0.6,0.7,0.5,0.5,1.5,5.2,"dantecunningham"
"97",101,"Eddy Curry\curryed01","C",29,"MIA",14,1,5.9,0.9,1.9,0.462,0,0,NA,0.9,1.9,0.462,0.462,0.4,0.6,0.75,0.3,0.6,0.9,0.1,0,0.1,0.7,1.2,2.1,"eddycurry"
"98",102,"Stephen Curry\curryst01","PG",23,"GSW",26,23,28.2,5.6,11.4,0.49,2.1,4.7,0.455,3.5,6.7,0.514,0.583,1.5,1.8,0.809,0.6,2.8,3.4,5.3,1.5,0.3,2.5,2.4,14.7,"stephencurry"
"99",103,"Samuel Dalembert\dalemsa01","C",30,"HOU",65,45,22.2,3.1,6.1,0.506,0,0,0,3.1,6.1,0.508,0.506,1.4,1.7,0.796,2.4,4.6,7,0.5,0.6,1.7,1.3,2.5,7.5,"samueldalembert"
"100",104,"Erick Dampier\dampier01","C",36,"ATL",15,0,5.5,0.1,0.5,0.125,0,0,NA,0.1,0.5,0.125,0.125,0,0,NA,0.7,1,1.7,0.3,0.1,0.3,0.2,0.6,0.1,"erickdampier"
"101",105,"Marquis Daniels\daniema01","SG",31,"BOS",38,0,12.7,1.4,3.8,0.364,0,0.3,0,1.4,3.5,0.391,0.364,0.4,0.6,0.739,0.4,1.3,1.7,1.2,0.6,0.2,0.7,0.9,3.2,"marquisdaniels"
"102",106,"Baron Davis\davisba01","PG",32,"NYK",29,14,20.5,2.3,6.3,0.37,0.9,2.9,0.306,1.4,3.4,0.424,0.44,0.6,0.8,0.667,0.4,1.5,1.9,4.7,1.2,0.1,2.6,2.1,6.1,"barondavis"
"103",107,"Ed Davis\davised01","PF",22,"TOR",66,9,23.2,2.6,5.1,0.513,0,0,0,2.6,5.1,0.515,0.513,1.1,1.6,0.67,2,4.6,6.6,0.9,0.6,1,1,2.4,6.3,"eddavis"
"104",108,"Glen Davis\davisgl01","PF",26,"ORL",61,13,23.4,3.7,8.8,0.421,0,0.2,0.143,3.7,8.5,0.429,0.423,1.9,2.7,0.683,1.8,3.7,5.4,0.8,0.7,0.3,1.2,1.7,9.3,"glendavis"
"105",109,"Josh Davis\davisjo02","PF",31,"MEM",15,0,8.7,0.7,1.8,0.37,0.3,0.9,0.308,0.4,0.9,0.429,0.444,0.3,0.5,0.5,1.1,0.7,1.8,0.4,0.5,0.1,0.2,1.3,1.9,"joshdavis"
"106",110,"Eric Dawson\dawsoer01","C",27,"SAS",4,0,9.8,1.8,3,0.583,0,0,NA,1.8,3,0.583,0.583,0.3,0.5,0.5,1.3,1.3,2.5,0,0.3,0.5,0.8,1.5,3.8,"ericdawson"
"107",111,"Austin Daye\dayeau01","SF",23,"DET",41,4,14.7,1.8,5.5,0.322,0.3,1.5,0.21,1.5,4,0.364,0.35,0.9,1,0.814,0.3,1.9,2.2,0.8,0.5,0.5,1,1.5,4.7,"austindaye"
"108",112,"Carlos Delfino\delfica01","SF",29,"MIL",54,53,28.5,3.4,8.4,0.402,1.6,4.4,0.36,1.8,4,0.449,0.497,0.7,0.9,0.792,0.4,3.5,3.9,2.3,1.5,0.2,1.2,1.8,9,"carlosdelfino"
"109",113,"Luol Deng\denglu01","SF",26,"CHI",54,54,39.4,5.8,14,0.412,1.5,4,0.367,4.3,10,0.43,0.464,2.4,3.1,0.77,1.4,5.1,6.5,2.9,1,0.7,1.8,1.5,15.3,"luoldeng"
"110",115,"DeMar DeRozan\derozde01","SG",22,"TOR",63,63,35,6,14.3,0.422,0.4,1.5,0.261,5.7,12.9,0.44,0.435,4.3,5.3,0.81,0.6,2.7,3.3,2,0.8,0.3,2,2.6,16.7,"demarderozan"
"111",117,"Ike Diogu\dioguik01","PF",28,"SAS",2,0,7,0,1,0,0,0,NA,0,1,0,0,1,1,1,0,0.5,0.5,0,0,0,0.5,0.5,1,"ikediogu"
"112",118,"DeSagana Diop\diopde01","C",30,"CHA",27,9,12,0.6,1.6,0.357,0,0,NA,0.6,1.6,0.357,0.357,0,0.2,0.167,1.2,1.9,3.1,0.9,0.2,0.5,0.7,1.3,1.1,"desaganadiop"
"113",119,"Keyon Dooling\doolike01","SG",31,"BOS",46,2,14.4,1.4,3.5,0.405,0.6,1.8,0.333,0.8,1.8,0.476,0.488,0.5,0.7,0.742,0.1,0.8,0.8,1.1,0.3,0,0.7,1.2,4,"keyondooling"
"114",120,"Toney Douglas\douglto01","PG",25,"NYK",38,9,17.3,2.5,7.6,0.324,0.7,3.1,0.231,1.8,4.6,0.387,0.371,0.6,0.7,0.846,0.4,1.5,1.9,2,0.8,0,1.5,1.4,6.2,"toneydouglas"
"115",121,"Goran Dragic\dragigo01","PG",25,"HOU",66,28,26.5,4.2,9.1,0.462,1,3.1,0.337,3.2,6,0.525,0.518,2.3,2.9,0.805,0.8,1.7,2.5,5.3,1.3,0.2,2.4,2.5,11.7,"gorandragic"
"116",122,"Jared Dudley\dudleja01","SG",26,"PHO",65,60,31.1,4.8,9.9,0.485,1.2,3.2,0.383,3.6,6.7,0.535,0.547,1.8,2.5,0.726,1.5,3.2,4.6,1.7,0.8,0.3,1.1,1.6,12.7,"jareddudley"
"117",123,"Chris Duhon\duhonch01","PG",29,"ORL",63,9,19.5,1.3,3.2,0.419,0.8,1.9,0.42,0.6,1.3,0.417,0.542,0.3,0.3,0.81,0.2,1.4,1.6,2.4,0.6,0.1,1.3,1.1,3.8,"chrisduhon"
"118",124,"Tim Duncan\duncati01","C",35,"SAS",58,58,28.2,6.2,12.6,0.492,0,0.1,0,6.2,12.6,0.495,0.492,3,4.3,0.695,1.9,7.1,9,2.3,0.7,1.5,1.7,1.7,15.4,"timduncan"
"119",125,"Mike Dunleavy\dunlemi02","SF",31,"MIL",55,3,26.3,4.3,9.2,0.474,1.5,3.8,0.399,2.8,5.4,0.527,0.557,2.1,2.6,0.811,0.5,3.2,3.7,2.1,0.5,0.1,1.1,1.6,12.3,"mikedunleavy"
"120",126,"Kevin Durant\duranke01","SF",23,"OKC",66,66,38.6,9.7,19.7,0.496,2,5.2,0.387,7.7,14.4,0.535,0.547,6.5,7.6,0.86,0.6,7.4,8,3.5,1.3,1.2,3.8,2,28,"kevindurant"
"121",127,"Jerome Dyson\dysonje01","PG",24,"NOH",9,1,20,2.1,5.3,0.396,0.1,0.9,0.125,2,4.4,0.45,0.406,3.1,4,0.778,0.2,1.9,2.1,2,1.2,0.2,2.2,2.1,7.4,"jeromedyson"
"122",128,"Devin Ebanks\ebankde01","SG",22,"LAL",24,12,16.5,1.5,3.7,0.416,0,0.4,0,1.5,3.3,0.463,0.416,1,1.5,0.657,1.1,1.2,2.3,0.5,0.5,0.3,0.8,1.1,4,"devinebanks"
"123",129,"Wayne Ellington\ellinwa01","SG",24,"MIN",51,4,19.1,2.4,5.9,0.404,0.7,2.1,0.324,1.7,3.8,0.448,0.462,0.6,0.8,0.8,0.3,1.7,1.9,0.6,0.5,0.2,0.5,1.1,6.1,"wayneellington"
"124",131,"Francisco Elson\elsonfr01","C",35,"PHI",5,0,3.2,0.2,0.6,0.333,0,0,NA,0.2,0.6,0.333,0.333,0,0,NA,0,0.2,0.2,0.2,0.2,0.2,0.2,0,0.4,"franciscoelson"
"125",132,"Andre Emmett\emmetan01","SF",29,"NJN",6,0,7.5,0.7,1.2,0.571,0,0.2,0,0.7,1,0.667,0.571,0.8,1.3,0.625,0.3,0.7,1,0.2,0.3,0.2,0.3,0.3,2.2,"andreemmett"
"126",133,"Semih Erden\erdense01","C",25,"CLE",28,9,11.9,1.4,2.6,0.527,0,0,NA,1.4,2.6,0.527,0.527,0.8,1.5,0.512,0.7,1.9,2.6,0.3,0.4,0.2,0.6,2.1,3.5,"semiherden"
"127",134,"Jeremy Evans\evansje01","SF",24,"UTA",29,0,7.5,0.9,1.4,0.643,0,0,0,0.9,1.4,0.659,0.643,0.3,0.6,0.5,0.7,1.1,1.7,0.4,0.2,0.8,0.2,0.8,2.1,"jeremyevans"
"128",135,"Maurice Evans\evansma01","SF",33,"WAS",24,0,14.3,1.9,4.7,0.402,0.7,1.9,0.378,1.2,2.8,0.418,0.478,0.4,0.5,0.769,0.3,0.7,1,0.4,0.6,0,0.4,1.5,4.9,"mauriceevans"
"129",136,"Reggie Evans\evansre01","PF",31,"LAC",56,0,13.8,0.6,1.3,0.472,0,0,NA,0.6,1.3,0.472,0.472,0.6,1.3,0.507,1.8,3.1,4.8,0.3,0.6,0.1,0.8,2.1,1.9,"reggieevans"
"130",137,"Tyreke Evans\evansty01","SG",22,"SAC",63,61,34.3,6.5,14.3,0.453,0.3,1.6,0.202,6.2,12.7,0.484,0.464,3.2,4.1,0.779,1,3.6,4.6,4.5,1.3,0.5,2.7,2.2,16.5,"tyrekeevans"
"131",139,"Kenneth Faried\farieke01","PF",22,"DEN",46,39,22.5,3.9,6.7,0.586,0,0,NA,3.9,6.7,0.586,0.586,2.4,3.6,0.665,3.1,4.6,7.7,0.8,0.7,1,1.2,2.5,10.2,"kennethfaried"
"132",140,"Jordan Farmar\farmajo01","PG",25,"NJN",39,5,21.3,3.8,8.1,0.467,1.4,3.2,0.44,2.4,4.9,0.484,0.554,1.5,1.6,0.905,0.2,1.4,1.6,3.3,0.6,0.1,1.7,1.3,10.4,"jordanfarmar"
"133",141,"Derrick Favors\favorde01","PF",20,"UTA",65,9,21.2,3.4,6.8,0.499,0,0,NA,3.4,6.8,0.499,0.499,1.9,3,0.649,2.4,4.1,6.5,0.7,0.6,1,1.6,2.2,8.8,"derrickfavors"
"134",142,"Raymond Felton\feltora01","PG",27,"POR",60,56,31.8,4.4,10.7,0.407,1,3.4,0.305,3.3,7.3,0.453,0.455,1.7,2.1,0.806,0.5,2,2.5,6.5,1.3,0.2,2.8,2,11.4,"raymondfelton"
"135",143,"Rudy Fernandez\fernaru01","SG",26,"DEN",31,1,22.9,3.2,7.3,0.44,1.3,3.9,0.328,1.9,3.3,0.573,0.529,1,1.4,0.698,0.3,1.8,2.1,2.4,1,0.1,1.3,1.2,8.6,"rudyfernandez"
"136",144,"Kyrylo Fesenko\fesenky01","C",25,"IND",3,0,5.7,0.7,1.7,0.4,0,0,NA,0.7,1.7,0.4,0.4,1.3,2,0.667,0.7,2.3,3,0.3,0.7,0,0,0.7,2.7,"kyrylofesenko"
"137",145,"Landry Fields\fieldla01","SG",23,"NYK",66,62,28.7,3.6,7.8,0.46,0.5,1.8,0.256,3.1,5.9,0.523,0.49,1.2,2.1,0.562,0.9,3.3,4.2,2.6,1.2,0.3,1.5,1.5,8.8,"landryfields"
"138",148,"Jeff Foote\footeje01","C",24,"NOH",4,0,9.8,0.5,1.5,0.333,0,0,NA,0.5,1.5,0.333,0.333,0,0,NA,0.3,1.3,1.5,0,0,0.3,0.5,1.3,1,"jefffoote"
"139",149,"Gary Forbes\forbega01","SG",26,"TOR",48,2,14.9,2.3,5.6,0.413,0.6,1.7,0.349,1.7,3.9,0.441,0.467,1.4,1.9,0.725,0.6,1.6,2.1,1.1,0.5,0.1,1.1,1.2,6.6,"garyforbes"
"140",150,"T.J. Ford\fordtj01","PG",28,"SAS",14,0,13.6,1.4,3.1,0.442,0.1,0.6,0.25,1.2,2.5,0.486,0.465,0.8,1,0.786,0.2,1.1,1.3,3.2,0.6,0.1,1.6,1.6,3.6,"tjford"
"141",152,"Jeff Foster\fosteje01","C",35,"IND",11,0,12.8,0.8,1.6,0.5,0.1,0.1,1,0.7,1.5,0.471,0.528,0.5,0.8,0.667,1.6,2.2,3.8,0.4,0.7,0.1,0.6,2.4,2.3,"jefffoster"
"142",153,"Randy Foye\foyera01","SG",28,"LAC",65,48,25.9,3.9,9.9,0.398,2,5.1,0.386,2,4.8,0.41,0.496,1.1,1.3,0.859,0.4,1.7,2.1,2.2,0.7,0.4,1.1,2,11,"randyfoye"
"143",154,"Jimmer Fredette\fredeji01","PG",22,"SAC",61,7,18.6,2.8,7.3,0.386,1.3,3.5,0.361,1.5,3.8,0.409,0.473,0.7,0.8,0.833,0.3,0.9,1.2,1.8,0.5,0,1.1,1.2,7.6,"jimmerfredette"
"144",155,"Channing Frye\fryech01","PF",28,"PHO",64,59,26.1,4,9.6,0.416,1.4,4.1,0.346,2.6,5.5,0.469,0.49,1.1,1.3,0.89,1.1,4.8,5.9,1.4,0.7,1.1,1,2.8,10.5,"channingfrye"
"145",156,"Dan Gadzuric\gadzuda01","C",33,"NYK",2,0,6.5,0,1,0,0,0,NA,0,1,0,0,0,1,0,0.5,2,2.5,0,0.5,0.5,0.5,2,0,"dangadzuric"
"146",157,"Sundiata Gaines\gainesu01","SG",25,"NJN",57,12,13.9,1.8,4.8,0.376,0.5,1.4,0.341,1.3,3.3,0.392,0.428,1,1.7,0.615,0.5,1.4,1.9,2.2,1,0,0.9,1,5.1,"sundiatagaines"
"147",158,"Danilo Gallinari\gallida01","SF",23,"DEN",43,40,31.4,4.5,10.8,0.414,1.4,4.3,0.328,3.1,6.6,0.47,0.479,4.2,4.9,0.871,0.7,4,4.7,2.7,1,0.5,1.6,2,14.6,"danilogallinari"
"148",159,"Francisco Garcia\garcifr01","SF",30,"SAC",49,3,16.3,1.8,4.7,0.376,0.8,2.7,0.29,1,2,0.49,0.459,0.5,0.6,0.8,0.2,1.8,2,0.6,0.7,0.8,0.4,1.5,4.8,"franciscogarcia"
"149",160,"Kevin Garnett\garneke01","C",35,"BOS",60,60,31.1,6.5,13,0.503,0.1,0.2,0.333,6.5,12.8,0.505,0.505,2.7,3.2,0.857,1.1,7.1,8.2,2.9,0.9,1,1.8,2.4,15.8,"kevingarnett"
"150",161,"Marc Gasol\gasolma01","C",27,"MEM",65,65,36.5,5.5,11.4,0.482,0,0.2,0.083,5.5,11.2,0.489,0.483,3.6,4.9,0.748,1.8,7.1,8.9,3.1,1,1.9,1.9,3.1,14.6,"marcgasol"
"151",162,"Pau Gasol\gasolpa01","PF",31,"LAL",65,65,37.4,7.1,14.1,0.501,0.1,0.4,0.259,7,13.7,0.508,0.504,3.1,4,0.782,2.8,7.6,10.4,3.6,0.6,1.4,2.2,2,17.4,"paugasol"
"152",163,"Rudy Gay\gayru01","SF",25,"MEM",65,65,37.3,7.5,16.4,0.455,0.8,2.7,0.312,6.6,13.8,0.482,0.48,3.2,4,0.791,2,4.4,6.4,2.3,1.5,0.8,2.5,2.1,19,"rudygay"
"153",164,"Alonzo Gee\geeal01","SG",24,"CLE",63,31,29,3.6,8.7,0.412,0.7,2.2,0.321,2.9,6.6,0.442,0.452,2.7,3.4,0.788,1.6,3.5,5.1,1.8,1.3,0.3,1.8,2.4,10.6,"alonzogee"
"154",165,"Paul George\georgpa01","SG",21,"IND",66,66,29.7,4.3,9.7,0.44,1.4,3.5,0.385,2.9,6.1,0.472,0.51,2.2,2.8,0.802,0.8,4.8,5.6,2.4,1.6,0.6,1.8,2.9,12.1,"paulgeorge"
"155",166,"Daniel Gibson\gibsoda01","SG",25,"CLE",35,7,26.2,2.5,7.1,0.351,1.6,4,0.396,0.9,3.1,0.294,0.462,1,1.2,0.791,0.3,2.6,2.9,2.2,0.7,0.5,1.3,2,7.5,"danielgibson"
"156",167,"Taj Gibson\gibsota01","PF",26,"CHI",63,0,20.4,3.2,6.4,0.495,0,0,NA,3.2,6.4,0.495,0.495,1.3,2.1,0.622,2.1,3.1,5.3,0.7,0.4,1.3,1,2.1,7.7,"tajgibson"
"157",168,"Manu Ginobili\ginobma01","SG",34,"SAS",34,7,23.3,4.4,8.4,0.526,1.5,3.7,0.413,2.9,4.7,0.616,0.618,2.6,3,0.871,0.5,2.9,3.4,4.4,0.7,0.4,1.9,1.6,12.9,"manuginobili"
"158",170,"Ryan Gomes\gomesry01","SF",29,"LAC",32,2,13.3,1,3,0.326,0.1,0.9,0.138,0.8,2.1,0.409,0.347,0.3,0.3,0.727,0.4,1.5,1.9,0.4,0.5,0,0.5,1.1,2.3,"ryangomes"
"159",171,"Drew Gooden\goodedr01","C",30,"MIL",56,46,26.2,5.1,11.7,0.437,0.3,1,0.291,4.8,10.8,0.45,0.449,3.1,3.7,0.846,2.3,4.2,6.5,2.6,0.8,0.6,1.9,2,13.7,"drewgooden"
"160",172,"Ben Gordon\gordobe01","SG",28,"DET",52,21,26.9,4.5,10.2,0.442,1.2,2.8,0.429,3.3,7.4,0.446,0.501,2.3,2.6,0.86,0.3,2.1,2.3,2.4,0.7,0.2,2.2,2.2,12.5,"bengordon"
"161",173,"Eric Gordon\gordoer01","PG",23,"NOH",9,9,34.4,7,15.6,0.45,1.1,4.4,0.25,5.9,11.1,0.53,0.486,5.4,7.2,0.754,0.2,2.6,2.8,3.4,1.4,0.4,2.7,2.2,20.6,"ericgordon"
"162",174,"Marcin Gortat\gortama01","C",27,"PHO",66,66,32,6.5,11.7,0.555,0,0,0,6.5,11.6,0.557,0.555,2.5,3.8,0.649,2.8,7.2,10,0.9,0.7,1.5,1.4,2.2,15.4,"marcingortat"
"163",175,"Andrew Goudelock\goudean01","SG",23,"LAL",40,0,10.5,1.7,4.4,0.391,0.7,1.9,0.373,1,2.5,0.404,0.471,0.3,0.3,0.917,0.1,0.7,0.8,0.5,0.1,0,0.5,0.8,4.4,"andrewgoudelock"
"164",176,"Danny Granger\grangda01","SF",28,"IND",62,62,33.3,6.3,15.2,0.416,2,5.2,0.381,4.3,10,0.434,0.481,4.1,4.7,0.873,1.3,3.7,5,1.8,1,0.6,1.8,2.3,18.7,"dannygranger"
"165",177,"Aaron Gray\grayaa01","C",27,"TOR",49,40,16.6,1.7,3.3,0.516,0,0,NA,1.7,3.3,0.516,0.516,0.5,1,0.532,1.7,4,5.7,0.6,0.4,0.3,1,2.6,3.9,"aarongray"
"166",178,"Danny Green\greenda02","SG",24,"SAS",66,38,23.1,3.2,7.2,0.442,1.5,3.5,0.436,1.7,3.7,0.449,0.549,1.2,1.5,0.79,0.8,2.6,3.5,1.3,0.9,0.7,1,1.6,9.1,"dannygreen"
"167",179,"Gerald Green\greenge01","SF",26,"NJN",31,2,25.2,5,10.3,0.481,1.4,3.5,0.391,3.6,6.8,0.529,0.548,1.6,2.1,0.754,0.5,3,3.5,1.1,0.9,0.5,1.8,2.6,12.9,"geraldgreen"
"168",180,"Willie Green\greenwi01","SG",30,"ATL",53,2,17.4,2.9,6.1,0.471,0.9,2.1,0.442,1.9,4,0.486,0.548,0.9,1.1,0.857,0.3,1.2,1.5,0.8,0.4,0.1,0.6,1.4,7.6,"williegreen"
"169",181,"Donte Greene\greendo01","PF",23,"SAC",53,7,14.7,2,5,0.406,0.5,2,0.238,1.6,3,0.516,0.453,0.8,1,0.8,0.4,2.2,2.5,0.6,0.3,0.5,0.6,1.3,5.4,"dontegreene"
"170",182,"Blake Griffin\griffbl01","PF",22,"LAC",66,66,36.2,8.5,15.5,0.549,0,0.2,0.125,8.5,15.2,0.556,0.55,3.7,7.1,0.521,3.3,7.6,10.9,3.2,0.8,0.7,2.3,3.3,20.7,"blakegriffin"
"171",183,"Hamed Haddadi\haddaha01","C",26,"MEM",35,0,5.9,0.7,1.4,0.542,0,0,0,0.7,1.3,0.553,0.542,0.5,0.7,0.692,0.8,1.2,2,0.2,0,0.7,0.6,1.2,2,"hamedhaddadi"
"172",184,"Jordan Hamilton\hamiljo02","SF",21,"DEN",26,2,9.9,1.8,4.3,0.432,0.7,1.8,0.362,1.2,2.5,0.484,0.509,0.1,0.2,0.4,0.4,2,2.4,0.8,0.2,0.1,0.6,0.6,4.4,"jordanhamilton"
"173",185,"Richard Hamilton\hamilri01","SG",33,"CHI",28,28,24.9,5,11.1,0.452,0.6,1.6,0.37,4.4,9.4,0.466,0.479,1,1.3,0.784,0.7,1.6,2.4,3,0.4,0,1.8,2,11.6,"richardhamilton"
"174",186,"Tyler Hansbrough\hansbty01","PF",26,"IND",66,0,21.8,2.9,7.3,0.405,0,0,0,2.9,7.2,0.406,0.405,3.4,4.2,0.813,1.7,2.7,4.4,0.5,0.8,0.1,1,2.4,9.3,"tylerhansbrough"
"175",187,"Luke Harangody\haranlu01","PF",24,"CLE",21,1,11,1.1,3.1,0.354,0.2,1,0.238,0.9,2.1,0.409,0.392,0.4,0.6,0.75,1,1.6,2.5,0.3,0.3,0.1,0.2,0.8,2.9,"lukeharangody"
"176",188,"James Harden\hardeja01","SG",22,"OKC",62,2,31.4,5,10.1,0.491,1.8,4.7,0.39,3.1,5.4,0.579,0.582,5,6,0.846,0.5,3.6,4.1,3.7,1,0.2,2.2,2.4,16.8,"jamesharden"
"177",189,"Justin Harper\harpeju01","PF",22,"ORL",14,0,6,0.6,2.2,0.29,0.1,0.9,0.154,0.5,1.3,0.389,0.323,0,0.1,0,0.2,0.6,0.9,0.1,0.1,0.2,0.4,0.4,1.4,"justinharper"
"178",190,"Josh Harrellson\harrejo01","PF",22,"NYK",37,4,14.6,1.7,4,0.423,0.5,1.6,0.339,1.2,2.4,0.478,0.49,0.4,0.7,0.615,1.3,2.6,3.9,0.3,0.6,0.5,0.5,1.3,4.4,"joshharrellson"
"179",191,"Al Harrington\harrial01","PF",31,"DEN",64,1,27.5,5.4,12.1,0.446,1.6,4.7,0.333,3.8,7.3,0.519,0.512,1.9,2.8,0.676,1.1,5,6.1,1.4,0.9,0.2,1.8,2.8,14.2,"alharrington"
"180",192,"Devin Harris\harride01","PG",28,"UTA",63,63,27.6,3.8,8.6,0.445,1.2,3.4,0.362,2.6,5.2,0.498,0.516,2.5,3.3,0.746,0.2,1.6,1.8,5,1,0.2,1.9,2.2,11.3,"devinharris"
"181",193,"Manny Harris\harrima01","SG",22,"CLE",26,5,17.5,2.3,5.8,0.4,0.5,1.4,0.333,1.8,4.4,0.421,0.44,1.6,2.3,0.695,0.4,2.3,2.7,1.2,0.5,0.2,1,1.1,6.7,"mannyharris"
"182",194,"Terrel Harris\harrite01","SG",24,"MIA",22,1,14.5,1.3,3.8,0.349,0.4,1.8,0.205,1,2,0.477,0.398,0.6,1,0.667,0.8,1.5,2.3,1.2,0.4,0.1,1.1,1.5,3.6,"terrelharris"
"183",195,"Tobias Harris\harrito02","SF",19,"MIL",42,9,11.4,1.9,4,0.467,0.1,0.5,0.261,1.7,3.5,0.5,0.485,1,1.3,0.815,0.7,1.7,2.4,0.5,0.3,0.2,0.7,1.1,5,"tobiasharris"
"184",196,"Udonis Haslem\hasleud01","PF",31,"MIA",64,10,24.8,2.4,5.6,0.423,0,0,NA,2.4,5.6,0.423,0.423,1.3,1.6,0.814,1.8,5.5,7.3,0.7,0.5,0.4,0.9,2.2,6,"udonishaslem"
"185",197,"Spencer Hawes\hawessp01","C",23,"PHI",37,29,24.9,4.2,8.6,0.489,0.1,0.3,0.25,4.1,8.3,0.498,0.494,1.1,1.5,0.727,2.1,5.2,7.3,2.6,0.4,1.3,1.5,2.7,9.6,"spencerhawes"
"186",198,"Chuck Hayes\hayesch01","C",28,"SAC",54,9,19.2,1.4,3.1,0.429,0,0,0,1.4,3.1,0.435,0.429,0.5,0.7,0.667,1.3,3,4.3,1.4,0.7,0.3,0.9,2.1,3.2,"chuckhayes"
"187",199,"Gordon Hayward\haywago01","SF",21,"UTA",66,58,30.5,4,8.9,0.456,0.8,2.4,0.346,3.2,6.5,0.496,0.503,2.9,3.5,0.832,0.9,2.6,3.5,3.1,0.8,0.6,1.7,1.6,11.8,"gordonhayward"
"188",200,"Lazar Hayward\haywala01","SF",25,"OKC",26,0,5.4,0.5,1.5,0.342,0.2,0.5,0.286,0.3,0.9,0.375,0.395,0.3,0.5,0.583,0.1,0.5,0.6,0.2,0.1,0,0.3,0.7,1.4,"lazarhayward"
"189",201,"Brendan Haywood\haywobr01","C",32,"DAL",54,54,21.2,2.2,4.2,0.518,0,0,NA,2.2,4.2,0.518,0.518,0.8,1.8,0.469,2.6,3.4,6,0.4,0.4,1,0.9,2.2,5.2,"brendanhaywood"
"190",202,"Gerald Henderson\hendege02","SG",24,"CHA",55,55,33.3,6,13.1,0.459,0.2,0.9,0.234,5.8,12.3,0.475,0.467,2.8,3.7,0.76,1.2,2.9,4.1,2.3,0.9,0.4,1.8,2.3,15.1,"geraldhenderson"
"191",203,"Xavier Henry\henryxa01","SG",20,"NOH",45,0,16.9,2,5.1,0.395,0.2,0.4,0.412,1.8,4.7,0.393,0.41,1.2,1.9,0.612,0.5,1.8,2.4,0.8,0.6,0.2,0.8,1.3,5.3,"xavierhenry"
