"","Rk","Player","Pos","Age","Tm","G","MP","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","X","OWS","DWS","WS","WS.48","X.1","OBPM","DBPM","BPM","VORP","fix"
"1",1,"Quincy Acy\acyqu01","PF",25,"SAC",59,876,14.7,0.629,0.229,0.318,8.1,15.1,11.6,4.4,1.6,2.2,10,13.1,NA,1.8,0.7,2.5,0.137,NA,0.2,0,0.2,0.5,"quincyacy"
"2",2,"Jordan Adams\adamsjo01","SG",21,"MEM",2,15,17.3,0.427,0.167,0.833,0,15.9,7.6,31.9,10.3,0,19.6,30.5,NA,0,0,0,0.015,NA,-2.9,4.8,1.9,0,"jordanadams"
"3",3,"Steven Adams\adamsst01","C",22,"OKC",80,2014,15.5,0.621,0,0.46,12.5,16.1,14.4,4.3,1,3.3,14.1,12.6,NA,4.2,2.3,6.5,0.155,NA,0.8,1.3,2.1,2.1,"stevenadams"
"4",4,"Arron Afflalo\afflaar01","SG",30,"NYK",71,2371,10.9,0.531,0.298,0.164,1.1,11,6.1,9.9,0.5,0.3,8.7,17.9,NA,1.8,0.9,2.7,0.055,NA,-0.6,-1.8,-2.4,-0.2,"arronafflalo"
"5",5,"Alexis Ajinca\ajincal01","C",27,"NOP",59,861,13.8,0.514,0.003,0.197,9.3,25.9,17.3,5.8,1.1,3.4,13.6,20.4,NA,0.2,0.9,1,0.058,NA,-4.3,-0.2,-4.5,-0.5,"alexisajinca"
"6",6,"Cole Aldrich\aldrico01","C",27,"LAC",60,800,21.3,0.626,0,0.373,11.9,27.1,19.6,10,2.9,6.7,19.6,18.4,NA,1.4,2,3.5,0.209,NA,-1,5.8,4.8,1.4,"colealdrich"
"7",7,"LaMarcus Aldridge\aldrila01","PF",30,"SAS",74,2261,22.4,0.565,0.015,0.289,9.2,22.2,15.9,8.1,0.9,2.8,7.8,25.9,NA,5.6,4.5,10.1,0.215,NA,0.7,1.1,1.8,2.2,"lamarcusaldridge"
"8",8,"Cliff Alexander\alexacl01","PF",20,"POR",8,36,11.6,0.5,0,0,6,12.1,9,0,1.4,4.4,9.1,13.3,NA,0,0,0,0.052,NA,-5.7,-1.3,-7,0,"cliffalexander"
"9",9,"Lavoy Allen\allenla01","PF",26,"IND",79,1599,12.4,0.532,0,0.197,11.1,17.8,14.5,7.1,0.8,2.1,14.6,13,NA,1.6,2.1,3.7,0.11,NA,-2.1,1.4,-0.6,0.6,"lavoyallen"
"10",10,"Tony Allen\allento01","SG",34,"MEM",64,1620,12.9,0.505,0.09,0.294,7,14.1,10.4,6.9,3.5,1,12.8,16.8,NA,0.5,1.9,2.4,0.072,NA,-1.5,1.4,-0.1,0.8,"tonyallen"
"11",11,"Al-Farouq Aminu\aminual01","SF",25,"POR",82,2341,12.7,0.533,0.485,0.217,4.5,18.6,11.5,8.8,1.5,1.8,13.2,16.9,NA,1.7,2.3,4,0.082,NA,-0.4,0.7,0.2,1.3,"alfarouqaminu"
"12",12,"Lou Amundson\amundlo01","PF",33,"NYK",29,204,6.7,0.401,0,0.509,12.5,13.7,13.1,8.8,1.5,2.6,18.8,17.7,NA,-0.3,0.2,-0.1,-0.014,NA,-5.3,0.4,-5,-0.2,"louamundson"
"13",14,"Alan Anderson\anderal01","SG",33,"WAS",13,192,9.2,0.495,0.627,0.254,0.6,15.5,7.9,10.3,1,0.4,3,15.4,NA,0.2,0.2,0.3,0.078,NA,-1.2,-1.7,-2.8,0,"alananderson"
"14",15,"James Anderson\anderja01","SG",26,"SAC",51,721,6,0.469,0.483,0.163,2,10.9,6.5,7.7,1.4,1.6,18,13.7,NA,-0.6,0.4,-0.3,-0.017,NA,-3.9,-0.3,-4.2,-0.4,"jamesanderson"
"15",16,"Justin Anderson\anderju01","SF",22,"DAL",55,647,12.3,0.522,0.474,0.314,3.1,19.3,11.2,6.8,1.5,3.2,10.8,15.8,NA,0.3,0.8,1.1,0.083,NA,-2.5,1.3,-1.2,0.1,"justinanderson"
"16",17,"Kyle Anderson\anderky01","SF",22,"SAS",78,1245,12.9,0.528,0.125,0.281,2.4,19.4,11.2,13.7,2.5,1.8,15.1,14.4,NA,0.7,2.8,3.5,0.133,NA,-1.9,3.7,1.8,1.2,"kyleanderson"
"17",18,"Ryan Anderson\anderry01","PF",27,"NOP",66,2008,17.2,0.546,0.385,0.245,7,15.2,10.9,6.1,0.9,1,8,24.7,NA,3.1,0.8,3.9,0.092,NA,1.5,-2.9,-1.4,0.3,"ryananderson"
"18",19,"Giannis Antetokounmpo\antetgi01","PG",21,"MIL",80,2823,18.8,0.566,0.108,0.404,4.6,20,12.4,20,1.7,3.4,14.8,22.3,NA,4.2,2.9,7.1,0.121,NA,1,1.5,2.4,3.2,"giannisantetokounmpo"
"19",20,"Thanasis Antetokounmpo\antetth01","SF",23,"NYK",2,6,32.9,0.75,0.25,0,0,17.9,9.1,0,0,0,0,30.2,NA,0,0,0,0.291,NA,6.3,-10.5,-4.1,0,"thanasisantetokounmpo"
"20",21,"Carmelo Anthony\anthoca01","SF",31,"NYK",72,2530,20.3,0.53,0.237,0.308,4.3,19.5,12,21.9,1.3,1.1,10.6,29.7,NA,3.9,2.5,6.4,0.121,NA,2.8,-0.2,2.6,2.9,"carmeloanthony"
"21",22,"Joel Anthony\anthojo01","C",33,"DET",19,96,14.1,0.666,0,0.8,8.8,15.4,11.9,1.4,1.1,9.5,12.9,7,NA,0.2,0.2,0.4,0.177,NA,-2.8,5,2.2,0.1,"joelanthony"
"22",23,"Keith Appling\applike01","PG",23,"ORL",5,27,-4.8,0.338,0.375,0.25,0,4.2,2.1,5,1.9,0,25.3,19.5,NA,-0.1,0,-0.1,-0.199,NA,-10.3,-2.7,-13,-0.1,"keithappling"
"23",24,"Trevor Ariza\arizatr01","SF",30,"HOU",81,2859,12.9,0.551,0.581,0.187,2.6,11.6,7.1,10,2.8,0.8,10.8,15.7,NA,3.1,2.3,5.4,0.09,NA,1.2,0.3,1.5,2.5,"trevorariza"
"24",25,"Darrell Arthur\arthuda01","PF",27,"DEN",70,1516,12.5,0.514,0.239,0.108,6.2,15.4,10.7,10,1.8,2.6,11.4,16.7,NA,1,1.3,2.3,0.072,NA,-1.2,0.8,-0.3,0.6,"darrellarthur"
"25",26,"Omer Asik\asikom01","C",29,"NOP",68,1178,11,0.551,0,0.574,10.9,28.7,19.5,3.1,0.9,1.6,19.7,11.4,NA,0.7,1,1.7,0.07,NA,-4,-0.2,-4.2,-0.7,"omerasik"
"26",28,"Jeff Ayres\pendeje02","C",28,"LAC",17,107,8.3,0.585,0.043,0.261,4.1,18.1,11.2,6.9,0,2.2,19,13.4,NA,0.1,0.1,0.2,0.077,NA,-4.7,0.1,-4.6,-0.1,"jeffayres"
"27",29,"Luke Babbitt\babbilu01","SF",26,"NOP",47,845,11.6,0.526,0.377,0.173,3.2,16.7,9.7,9.6,0.6,0.7,6.9,17.5,NA,0.8,0.3,1.1,0.064,NA,-0.9,-2,-2.9,-0.2,"lukebabbitt"
"28",30,"Cameron Bairstow\bairsca01","C",25,"CHI",18,103,6.8,0.391,0.125,0.2,4.2,24,14.3,8.7,1,2.1,8.4,20.3,NA,-0.1,0.1,0,-0.004,NA,-6.9,-0.8,-7.7,-0.1,"cameronbairstow"
"29",31,"Leandro Barbosa\barbole01","SG",33,"GSW",68,1079,11.7,0.545,0.297,0.168,3,8.4,5.8,10.6,2,0.7,11.8,18.1,NA,0.9,1.2,2.1,0.092,NA,-1.2,-0.9,-2.1,0,"leandrobarbosa"
"30",32,"J.J. Barea\bareajo01","PG",31,"DAL",74,1667,15.4,0.536,0.366,0.135,1.7,8.3,5,31.5,0.8,0.1,13,23.8,NA,2.1,0.7,2.8,0.082,NA,1.6,-2.8,-1.2,0.3,"jjbarea"
"31",33,"Andrea Bargnani\bargnan01","C",30,"BRK",46,634,11.8,0.5,0.057,0.204,4.9,12.4,8.6,4.8,0.3,1.1,7.9,23.2,NA,0.1,0,0.2,0.013,NA,-3.7,-4.2,-7.9,-0.9,"andreabargnani"
"32",34,"Harrison Barnes\barneha02","SF",23,"GSW",66,2042,12.3,0.559,0.338,0.212,4.3,12.4,8.6,7.8,1,0.4,7.6,15.9,NA,3.1,1.9,4.9,0.116,NA,0.4,-0.6,-0.2,0.9,"harrisonbarnes"
"33",35,"Matt Barnes\barnema02","SF",35,"MEM",76,2190,11.7,0.503,0.534,0.199,4.2,18.3,10.9,11.6,1.8,2.4,13.8,17.9,NA,0.4,2.2,2.6,0.056,NA,-0.4,0.8,0.4,1.3,"mattbarnes"
"34",36,"Will Barton\bartowi01","SG",25,"DEN",82,2353,16,0.535,0.331,0.273,2.7,20,11.2,14.4,1.5,1.3,11.2,23,NA,2.4,1.9,4.3,0.088,NA,0.3,-0.4,-0.1,1.1,"willbarton"
"35",37,"Brandon Bass\bassbr01","PF",30,"LAL",66,1342,17.4,0.619,0.006,0.467,8.1,15,11.4,9.2,1.2,3.2,9.9,13.9,NA,3.4,0.7,4.1,0.146,NA,0.1,0.7,0.8,1,"brandonbass"
"36",38,"Nicolas Batum\batumni01","SF",27,"CHO",70,2448,15.6,0.546,0.457,0.22,2.4,16.8,9.6,26.9,1.3,1.4,17.6,21.4,NA,2,2.9,5,0.097,NA,1.1,0.9,2,2.5,"nicolasbatum"
"37",39,"Jerryd Bayless\bayleje01","SG",27,"MIL",52,1505,12.4,0.568,0.529,0.206,1.6,9,5.4,16.2,1.6,0.6,13.3,16.4,NA,1.8,0.6,2.4,0.075,NA,1.1,-2.1,-1,0.4,"jerrydbayless"
"38",40,"Aron Baynes\baynear01","C",29,"DET",81,1233,17.8,0.563,0.005,0.43,11.9,22.5,17,6.6,0.9,3.2,12.8,18.5,NA,2.4,1.7,4.1,0.158,NA,-1.3,1.1,-0.2,0.6,"aronbaynes"
"39",41,"Kent Bazemore\bazemke01","SF",26,"ATL",75,2083,13.4,0.551,0.421,0.208,1.5,18,9.9,12.7,2.3,1.4,14.8,20,NA,0.3,3.8,4.1,0.094,NA,-1.3,1.6,0.3,1.2,"kentbazemore"
"40",42,"Bradley Beal\bealbr01","SG",22,"WAS",55,1708,15.5,0.547,0.339,0.22,2.6,9.8,6.2,15.6,1.5,0.5,11.3,25.3,NA,1.4,1.3,2.7,0.076,NA,1,-1.6,-0.6,0.6,"bradleybeal"
"41",43,"Michael Beasley\beaslmi01","PF",27,"HOU",20,363,22.5,0.563,0.044,0.239,8.8,21.1,14.9,9.1,1.5,2.1,9.6,29.7,NA,0.6,0.3,1,0.128,NA,-0.8,-2.5,-3.4,-0.1,"michaelbeasley"
"42",44,"Marco Belinelli\belinma01","SG",29,"SAC",68,1672,9.4,0.5,0.468,0.217,0.7,6.9,3.8,11.1,1.1,0.1,10.3,19.7,NA,0.2,0.3,0.5,0.014,NA,-1.3,-2.9,-4.2,-0.9,"marcobelinelli"
"43",45,"Anthony Bennett\bennean01","PF",22,"TOR",19,84,10.4,0.446,0.519,0.37,8.3,22.8,15.7,0,3.1,0,11.3,19.2,NA,0,0.1,0.1,0.054,NA,-4.8,-4.6,-9.4,-0.2,"anthonybennett"
"44",46,"Patrick Beverley\beverpa01","PG",27,"HOU",71,2041,13,0.553,0.522,0.148,3.9,9.6,6.8,17.9,2.3,1.1,12.6,15.3,NA,3.1,1.3,4.4,0.102,NA,1.4,-0.3,1.1,1.6,"patrickbeverley"
"45",47,"Bismack Biyombo\biyombi01","C",23,"TOR",82,1808,14.9,0.586,0.003,0.785,11.7,29.5,20.8,2.4,0.5,6.1,15.5,11.5,NA,2.8,3.1,5.9,0.156,NA,-2.4,2.3,-0.1,0.9,"bismackbiyombo"
"46",48,"Nemanja Bjelica\bjeline01","PF",27,"MIN",60,1075,11.2,0.594,0.532,0.234,5.4,17.2,11.4,11.4,1.2,1.6,15.3,12.8,NA,1.4,0.6,1.9,0.087,NA,0.5,-0.2,0.3,0.6,"nemanjabjelica"
"47",49,"Tarik Black\blackta01","C",24,"LAL",39,496,12.3,0.537,0,0.433,9.2,25.4,17,5.2,1.4,2.9,15.1,12.9,NA,0.3,0.4,0.7,0.072,NA,-4,0.6,-3.4,-0.2,"tarikblack"
"48",50,"DeJuan Blair\blairde01","C",26,"WAS",29,218,5.4,0.414,0.015,0.191,10.1,19.4,14.6,7.3,1.8,0.7,16.9,17.8,NA,-0.3,0.3,-0.1,-0.015,NA,-6.3,-0.1,-6.4,-0.2,"dejuanblair"
"49",51,"Steve Blake\blakest01","PG",35,"DET",58,986,9.8,0.51,0.629,0.083,1,9.2,4.9,29.5,1.2,0.4,24.6,14.6,NA,0.3,0.8,1.1,0.053,NA,-1.8,-1.8,-3.5,-0.4,"steveblake"
"50",52,"Eric Bledsoe\bledser01","PG",26,"PHO",31,1059,20,0.557,0.262,0.35,1.8,11.2,6.4,31.8,2.9,1.5,16.2,27.2,NA,1.6,1,2.5,0.116,NA,2.7,0.1,2.8,1.3,"ericbledsoe"
"51",53,"Bojan Bogdanovic\bogdabo02","SF",26,"BRK",79,2115,10.7,0.55,0.451,0.176,1.9,11.8,6.8,7.3,0.7,0.2,12.5,19.4,NA,0.9,0,0.9,0.021,NA,-0.5,-2.9,-3.4,-0.8,"bojanbogdanovic"
"52",54,"Andrew Bogut\bogutan01","C",31,"GSW",70,1451,15.9,0.623,0.004,0.179,9.5,26,18.3,14.8,1.1,5.8,21.6,11.4,NA,2.6,2.9,5.4,0.18,NA,-0.6,5.1,4.5,2.4,"andrewbogut"
"53",55,"Matt Bonner\bonnema01","C",35,"SAS",30,206,14.1,0.647,0.596,0.07,1.7,12.8,7.5,6.3,1.5,0.4,4.9,13.7,NA,0.4,0.3,0.8,0.181,NA,1.8,-0.3,1.6,0.2,"mattbonner"
"54",56,"Devin Booker\bookede01","SG",19,"PHO",76,2108,11.9,0.535,0.333,0.295,1.4,8.4,4.8,15.8,1,0.8,14,23,NA,1.2,0.7,1.9,0.043,NA,-0.6,-2.4,-3.1,-0.6,"devinbooker"
"55",57,"Trevor Booker\booketr01","PF",28,"UTA",79,1632,14.4,0.533,0.106,0.273,11.9,20.4,16.2,8.2,1.9,2.1,15.7,14.6,NA,1.8,2.6,4.3,0.128,NA,-0.9,2.3,1.4,1.4,"trevorbooker"
"56",58,"Chris Bosh\boshch01","PF",31,"MIA",53,1778,20.2,0.571,0.289,0.349,3.2,21.1,12.4,12.1,1,1.5,8.1,24.7,NA,4.1,2.3,6.4,0.172,NA,2.3,-0.3,2.1,1.8,"chrisbosh"
"57",59,"Avery Bradley\bradlav01","SG",25,"BOS",76,2536,13.2,0.538,0.399,0.121,2,7.3,4.6,9.8,2.2,0.6,9.2,19.8,NA,2,2.8,4.8,0.09,NA,0.5,-0.3,0.2,1.4,"averybradley"
"58",60,"Elton Brand\brandel01","C",36,"PHI",17,225,11.4,0.461,0.014,0.125,4.2,27,15.2,13.1,2,2.7,12.6,16.9,NA,-0.1,0.3,0.2,0.036,NA,-5.5,1.5,-4,-0.1,"eltonbrand"
"59",61,"Corey Brewer\breweco01","SF",29,"HOU",82,1669,9.9,0.481,0.406,0.254,2.8,10.4,6.6,10,2.5,0.9,11.3,17.8,NA,0.1,1.2,1.2,0.035,NA,-2.2,-1,-3.1,-0.5,"coreybrewer"
"60",62,"Aaron Brooks\brookaa01","PG",31,"CHI",69,1108,11.8,0.494,0.394,0.136,2,7.5,4.8,26,1.4,0.7,14.2,22.9,NA,0.2,0.7,0.9,0.04,NA,-0.5,-2.8,-3.3,-0.4,"aaronbrooks"
"61",63,"Anthony Brown\brownan02","SF",23,"LAL",29,599,4.9,0.427,0.556,0.159,1.6,11.3,6.3,4.8,1.2,0.7,10,11,NA,-0.4,0.1,-0.3,-0.024,NA,-4,-1.1,-5,-0.5,"anthonybrown"
"62",64,"Lorenzo Brown\brownlo01","PG",25,"PHO",8,61,4.4,0.374,0.32,0.16,0,12.8,6.2,28,2.4,1.3,25.2,24.9,NA,-0.3,0.1,-0.2,-0.157,NA,-8.1,-1.4,-9.5,-0.1,"lorenzobrown"
"63",65,"Markel Brown\brownma02","SG",24,"BRK",62,982,11.3,0.5,0.376,0.292,2.6,11.5,7,13.9,2,1.2,12.9,18.9,NA,0.2,0.4,0.6,0.031,NA,-1.4,-1.3,-2.6,-0.2,"markelbrown"
"64",66,"Kobe Bryant\bryanko01","SF",37,"LAL",66,1863,14.9,0.469,0.42,0.252,2.3,12.3,7.1,19.1,1.7,0.5,9.4,32.2,NA,-0.9,0.5,-0.4,-0.01,NA,0.8,-3.3,-2.5,-0.2,"kobebryant"
"65",68,"Reggie Bullock\bullore01","SF",24,"DET",37,429,12,0.583,0.541,0.153,3.4,14.3,8.6,9.2,1.2,0.4,7.1,11.4,NA,0.8,0.4,1.2,0.134,NA,0,0,0,0.2,"reggiebullock"
"66",69,"Trey Burke\burketr01","PG",23,"UTA",64,1366,14,0.507,0.404,0.129,1.5,8,4.8,19.7,1.4,0.4,10.7,25.3,NA,0.9,1.2,2.1,0.074,NA,0.4,-2.5,-2,0,"treyburke"
"67",70,"Alec Burks\burksal01","SG",24,"UTA",31,797,14.3,0.52,0.237,0.422,2.4,13.6,8,13.9,1.2,0.4,11.4,25.9,NA,0.7,0.8,1.5,0.09,NA,-0.9,-1.6,-2.5,-0.1,"alecburks"
"68",71,"Caron Butler\butleca01","SF",35,"SAC",17,176,11.3,0.49,0.305,0.203,3.1,10.4,6.8,8.3,2.5,0.5,4.5,16.2,NA,0.1,0.1,0.3,0.071,NA,-1.5,-1.1,-2.6,0,"caronbutler"
"69",72,"Jimmy Butler\butleji01","SG",26,"CHI",67,2474,21.3,0.562,0.198,0.459,3.4,11.6,7.6,21.4,2.2,1.3,9.6,24.4,NA,6.5,2.7,9.1,0.177,NA,3.6,0.3,4,3.7,"jimmybutler"
"70",73,"Rasual Butler\butlera01","SF",36,"SAS",46,432,13.4,0.558,0.471,0.154,0.8,13.5,7.4,7.7,1.5,4.1,6.7,12.6,NA,0.4,0.9,1.3,0.146,NA,-0.9,2.7,1.8,0.4,"rasualbutler"
"71",74,"Bruno Caboclo\cabocbr01","SF",20,"TOR",6,43,-7.7,0.125,0.583,0,2.7,2.6,2.7,3.2,2.4,1.9,25,16.9,NA,-0.3,0,-0.3,-0.283,NA,-11.4,-0.2,-11.6,-0.1,"brunocaboclo"
"72",75,"Jose Calderon\caldejo01","PG",34,"NYK",72,2024,12.3,0.571,0.446,0.105,1.2,11,6.2,22.3,1.6,0.3,15.4,12.6,NA,2.7,1.4,4,0.096,NA,0.5,-0.6,-0.1,1,"josecalderon"
"73",76,"Kentavious Caldwell-Pope\caldwke01","SG",22,"DET",76,2789,12.4,0.521,0.384,0.238,2.6,8.6,5.5,7.8,2,0.5,9,18.2,NA,2.6,2.7,5.3,0.092,NA,0.6,0.6,1.1,2.2,"kentaviouscaldwellpope"
"74",77,"Isaiah Canaan\canaais01","SG",24,"PHI",77,1966,11.1,0.528,0.672,0.249,1.1,8.8,4.8,11.3,1.4,0.5,10.2,19.9,NA,0.9,0.5,1.4,0.035,NA,0.2,-2.9,-2.7,-0.4,"isaiahcanaan"
"75",78,"Clint Capela\capelca01","C",21,"HOU",77,1471,18.3,0.553,0.003,0.531,14.4,22.7,18.5,5.1,2,5.2,10.9,16.1,NA,2.4,2,4.4,0.144,NA,-1.2,1.7,0.5,0.9,"clintcapela"
"76",79,"DeMarre Carroll\carrode01","SF",29,"TOR",26,786,11.9,0.49,0.437,0.185,4.6,13.1,8.9,5.5,2.9,0.6,8.8,18.5,NA,0.2,1,1.2,0.074,NA,0,0.3,0.2,0.4,"demarrecarroll"
"77",80,"Vince Carter\cartevi01","SG",39,"MEM",60,1005,12.7,0.52,0.493,0.245,3.4,13.6,8.3,8.9,1.9,1.5,8.4,18.5,NA,1,0.8,1.8,0.084,NA,-0.1,-1.2,-1.2,0.2,"vincecarter"
"78",81,"Michael Carter-Williams\cartemi01","PG",24,"MIL",54,1649,13.9,0.497,0.099,0.292,3.4,15.7,9.6,26.6,2.5,2.1,19.6,21.3,NA,-0.4,1.6,1.2,0.035,NA,-1.6,0.9,-0.8,0.5,"michaelcarterwilliams"
"79",82,"Omri Casspi\casspom01","SF",27,"SAC",69,1880,13.9,0.587,0.441,0.256,3.4,20.1,11.8,7.5,1.4,0.7,12,17.8,NA,2.1,1.5,3.6,0.092,NA,0.3,-0.6,-0.3,0.8,"omricasspi"
"80",83,"Willie Cauley-Stein\caulewi01","C",22,"SAC",66,1412,15.3,0.588,0.006,0.369,10.3,16.6,13.5,3.8,1.6,3.8,10.5,13.2,NA,2.4,1.4,3.8,0.13,NA,-0.8,1.5,0.7,1,"williecauleystein"
"81",85,"Tyson Chandler\chandty01","C",33,"PHO",66,1618,14.7,0.606,0.003,0.545,11.5,27.5,19.3,6,1.1,2.2,19.3,12.7,NA,2.1,1.6,3.8,0.112,NA,-1.9,1.3,-0.5,0.6,"tysonchandler"
"82",86,"Rakeem Christmas\chrisra01","PF",24,"IND",1,6,32,1,0,0,18.3,0,9.1,0,0,0,0,14.7,NA,0,0,0,0.343,NA,9.7,-6.6,3.2,0,"rakeemchristmas"
"83",87,"Ian Clark\clarkia01","SG",24,"GSW",66,578,11.5,0.544,0.416,0.168,2.6,9.7,6.3,15.3,1.4,1.7,16.5,19.5,NA,0.3,0.6,0.9,0.075,NA,-1.8,-1.3,-3,-0.2,"ianclark"
"84",88,"Coty Clarke\clarkco01","SF",23,"BOS",3,6,23.9,0.75,0.5,0,0,18,8.8,0,0,0,20,35.5,NA,0,0,0,0.025,NA,0.2,-9.7,-9.5,0,"cotyclarke"
"85",89,"Jordan Clarkson\clarkjo01","SG",23,"LAL",79,2552,14.3,0.516,0.291,0.186,3.8,9.6,6.6,13.8,1.7,0.2,10.2,22.8,NA,1.7,0.4,2.1,0.039,NA,0.6,-2,-1.4,0.4,"jordanclarkson"
"86",90,"Norris Cole\coleno01","PG",27,"NOP",45,1198,10.8,0.465,0.211,0.134,0.9,13.5,7,22,1.5,0.3,12.8,21.7,NA,-0.6,0.5,-0.1,-0.004,NA,-2.4,-1.4,-3.7,-0.5,"norriscole"
"87",91,"Darren Collison\collida01","PG",28,"SAC",74,2219,15.9,0.591,0.28,0.291,1.4,6.8,4.1,21.7,1.6,0.1,12.9,19.2,NA,4.5,0.7,5.2,0.113,NA,1.8,-2.2,-0.4,0.9,"darrencollison"
"88",92,"Nick Collison\collini01","PF",35,"OKC",59,699,7.7,0.498,0.018,0.303,11.2,15.2,13.3,9.6,1.1,1.7,28.8,10.6,NA,0.1,0.7,0.8,0.053,NA,-2.5,1.3,-1.2,0.1,"nickcollison"
"89",93,"Mike Conley\conlemi01","PG",28,"MEM",56,1761,19.4,0.538,0.309,0.329,1.6,9.3,5.3,32.7,2,0.8,9.5,22.4,NA,4.2,1.1,5.3,0.145,NA,3.7,-1.9,1.7,1.7,"mikeconley"
"90",94,"Pat Connaughton\connapa01","SG",23,"POR",34,143,4.6,0.352,0.429,0.102,8.3,15.9,12.1,9.9,0.7,0,16.3,18.7,NA,-0.3,0.1,-0.2,-0.076,NA,-5.8,-2.4,-8.2,-0.2,"patconnaughton"
"91",95,"Chris Copeland\copelch01","PF",31,"MIL",24,156,5.4,0.462,0.706,0.137,0.7,6.5,3.7,10.3,0.7,0,10,17.3,NA,-0.1,0,-0.1,-0.017,NA,-2.5,-5.2,-7.7,-0.2,"chriscopeland"
"92",97,"DeMarcus Cousins\couside01","C",25,"SAC",65,2246,23.6,0.538,0.158,0.498,7.7,28.2,18,17,2.2,3.3,13.3,35.4,NA,2.4,3.3,5.7,0.122,NA,1,1.6,2.6,2.6,"demarcuscousins"
"93",98,"Robert Covington\covinro01","SF",25,"PHI",67,1903,13.2,0.543,0.677,0.249,3.6,20.9,12,8.4,2.7,1.6,15.3,21.5,NA,-0.1,2.1,2,0.05,NA,-0.2,0,-0.2,0.9,"robertcovington"
"94",99,"Allen Crabbe\crabbal01","SG",23,"POR",81,2105,12.2,0.572,0.42,0.167,1.4,9.7,5.6,7.2,1.5,0.6,8.1,16.4,NA,3.1,1.2,4.3,0.098,NA,0.4,-1.1,-0.7,0.7,"allencrabbe"
