Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
103,Samuel Dalembert\dalemsa01,C,30,HOU,65,45,1446,7.2,14.3,.506,0.0,0.0,.000,7.2,14.3,.508,3.3,4.1,.796,5.7,10.8,16.5,1.2,1.3,4.0,3.0,5.9,17.7,,108,100
104,Erick Dampier\dampier01,C,36,ATL,15,0,83,0.6,5.1,.125,0.0,0.0,,0.6,5.1,.125,0.0,0.0,,6.4,9.6,16.0,2.6,0.6,2.6,1.9,5.8,1.3,,80,100
105,Marquis Daniels\daniema01,SG,31,BOS,38,0,484,5.7,15.7,.364,0.0,1.1,.000,5.7,14.6,.391,1.9,2.5,.739,1.8,5.5,7.2,5.2,2.3,1.0,3.1,4.0,13.3,,82,98
106,Baron Davis\davisba01,PG,32,NYK,29,14,595,5.9,15.9,.370,2.3,7.4,.306,3.6,8.6,.424,1.4,2.1,.667,1.1,3.7,4.8,11.7,2.9,0.3,6.6,5.3,15.4,,88,102
107,Ed Davis\davised01,PF,22,TOR,66,9,1534,6.0,11.7,.513,0.0,0.0,.000,6.0,11.7,.515,2.5,3.7,.670,4.7,10.7,15.4,2.1,1.4,2.2,2.3,5.5,14.5,,108,101
108,Glen Davis\davisgl01,PF,26,ORL,61,13,1427,8.5,20.2,.421,0.1,0.5,.143,8.4,19.6,.429,4.3,6.3,.683,4.0,8.5,12.5,1.8,1.6,0.7,2.8,4.0,21.4,,96,103
109,Josh Davis\davisjo02,PF,31,MEM,15,0,130,4.1,11.0,.370,1.6,5.3,.308,2.4,5.7,.429,1.6,3.3,.500,6.5,4.5,11.0,2.4,2.8,0.4,1.2,7.7,11.4,,112,102
110,Eric Dawson\dawsoer01,C,27,SAS,4,0,39,9.3,15.9,.583,0.0,0.0,,9.3,15.9,.583,1.3,2.6,.500,6.6,6.6,13.2,0.0,1.3,2.6,4.0,7.9,19.9,,104,102
111,Austin Daye\dayeau01,SF,23,DET,41,4,603,6.5,20.2,.322,1.2,5.5,.210,5.4,14.7,.364,3.1,3.8,.814,1.2,6.9,8.1,2.9,2.0,1.9,3.6,5.5,17.3,,80,104
112,Carlos Delfino\delfica01,SF,29,MIL,54,53,1537,6.1,15.1,.402,2.9,8.0,.360,3.2,7.1,.449,1.3,1.6,.792,0.7,6.3,6.9,4.1,2.6,0.3,2.2,3.3,16.3,,102,104
113,Luol Deng\denglu01,SF,26,CHI,54,54,2129,7.9,19.1,.412,2.0,5.4,.367,5.9,13.7,.430,3.2,4.2,.770,1.9,6.9,8.9,4.0,1.4,0.9,2.4,2.0,20.9,,105,100
114,Justin Dentmon\dentmju01,PG,26,TOT,6,0,91,5.9,16.4,.357,1.2,8.2,.143,4.7,8.2,.571,2.3,3.5,.667,0.0,4.7,4.7,5.9,1.2,0.0,4.1,5.9,15.2,,82,107
114,Justin Dentmon\dentmju01,PG,26,SAS,2,0,19,5.4,16.3,.333,0.0,10.9,.000,5.4,5.4,1.000,0.0,0.0,,0.0,2.7,2.7,2.7,2.7,0.0,2.7,5.4,10.9,,67,105
114,Justin Dentmon\dentmju01,PG,26,TOR,4,0,72,6.0,16.4,.364,1.5,7.5,.200,4.5,9.0,.500,3.0,4.5,.667,0.0,5.2,5.2,6.7,0.7,0.0,4.5,6.0,16.4,,85,108
115,DeMar DeRozan\derozde01,SG,22,TOR,63,63,2206,9.3,22.0,.422,0.6,2.2,.261,8.7,19.8,.440,6.5,8.1,.810,1.0,4.2,5.1,3.1,1.2,0.4,3.0,3.9,25.7,,100,108
116,Boris Diaw\diawbo01,PF,29,TOT,57,35,1424,5.7,12.9,.444,1.1,3.6,.313,4.6,9.3,.496,0.8,1.3,.629,2.6,7.7,10.3,7.5,1.3,0.9,4.1,4.6,13.4,,95,108
116,Boris Diaw\diawbo01,PF,29,CHA,37,28,1018,6.0,14.6,.410,1.2,4.5,.267,4.8,10.2,.472,0.9,1.4,.630,2.4,7.7,10.1,8.2,1.0,1.0,4.3,3.7,14.1,,89,111
116,Boris Diaw\diawbo01,PF,29,SAS,20,7,406,5.1,8.7,.588,1.0,1.7,.615,4.1,7.0,.582,0.6,1.0,.625,2.9,7.9,10.8,6.0,1.8,0.8,3.6,6.9,11.8,,113,102
117,Ike Diogu\dioguik01,PF,28,SAS,2,0,14,0.0,7.4,.000,0.0,0.0,,0.0,7.4,.000,7.4,7.4,1.000,0.0,3.7,3.7,0.0,0.0,0.0,3.7,3.7,7.4,,58,110
118,DeSagana Diop\diopde01,C,30,CHA,27,9,325,2.4,6.8,.357,0.0,0.0,,2.4,6.8,.357,0.2,1.0,.167,5.4,8.4,13.8,3.7,1.0,2.1,3.1,5.8,5.0,,81,109
119,Keyon Dooling\doolike01,SG,31,BOS,46,2,662,5.3,13.1,.405,2.2,6.5,.333,3.1,6.6,.476,1.8,2.5,.742,0.2,2.9,3.1,4.1,1.0,0.2,2.7,4.6,14.6,,93,104
120,Toney Douglas\douglto01,PG,25,NYK,38,9,656,7.4,22.8,.324,2.1,9.2,.231,5.3,13.6,.387,1.7,2.0,.846,1.3,4.4,5.7,6.0,2.3,0.1,4.4,4.3,18.6,,82,103
121,Goran Dragic\dragigo01,PG,25,HOU,66,28,1752,8.3,17.9,.462,2.0,6.0,.337,6.2,11.9,.525,4.6,5.7,.805,1.6,3.4,5.0,10.5,2.5,0.3,4.7,5.0,23.2,,111,106
122,Jared Dudley\dudleja01,SG,26,PHO,65,60,2020,8.0,16.5,.485,2.1,5.4,.383,6.0,11.1,.535,3.1,4.2,.726,2.4,5.3,7.7,2.9,1.3,0.5,1.8,2.7,21.1,,115,109
123,Chris Duhon\duhonch01,PG,29,ORL,63,9,1226,3.7,8.9,.419,2.2,5.2,.420,1.5,3.7,.417,0.7,0.9,.810,0.6,3.9,4.5,6.6,1.5,0.4,3.6,3.1,10.4,,100,107
124,Tim Duncan\duncati01,C,35,SAS,58,58,1634,11.4,23.2,.492,0.0,0.1,.000,11.4,23.1,.495,5.5,7.9,.695,3.5,13.0,16.4,4.2,1.2,2.8,3.1,3.1,28.3,,108,99
125,Mike Dunleavy\dunlemi02,SF,31,MIL,55,3,1445,8.5,17.9,.474,2.9,7.4,.399,5.5,10.5,.527,4.1,5.1,.811,1.0,6.2,7.2,4.1,1.0,0.3,2.1,3.1,24.0,,118,108
126,Kevin Durant\duranke01,SF,23,OKC,66,66,2546,13.0,26.3,.496,2.7,7.0,.387,10.3,19.3,.535,8.7,10.2,.860,0.8,9.9,10.7,4.7,1.8,1.6,5.0,2.7,37.5,,114,101
127,Jerome Dyson\dysonje01,PG,24,NOH,9,1,180,5.7,14.5,.396,0.3,2.4,.125,5.4,12.1,.450,8.5,10.9,.778,0.6,5.1,5.7,5.4,3.3,0.6,6.0,5.7,20.2,,91,103
128,Devin Ebanks\ebankde01,SG,22,LAL,24,12,396,5.0,11.9,.416,0.0,1.2,.000,5.0,10.7,.463,3.1,4.7,.657,3.5,3.7,7.2,1.6,1.5,0.8,2.4,3.5,13.0,,96,107
129,Wayne Ellington\ellinwa01,SG,24,MIN,51,4,973,6.5,16.0,.404,1.9,5.7,.324,4.6,10.3,.448,1.7,2.1,.800,0.7,4.5,5.2,1.7,1.4,0.5,1.4,3.0,16.4,,100,109
130,Monta Ellis\ellismo01,SG,26,TOT,58,58,2120,11.0,25.4,.433,1.5,4.9,.308,9.5,20.5,.462,5.3,6.7,.796,0.5,4.4,4.9,8.4,2.1,0.4,4.3,3.3,28.8,,101,109
130,Monta Ellis\ellismo01,SG,26,GSW,37,37,1365,11.6,26.8,.433,1.9,5.9,.321,9.7,20.9,.465,5.8,7.1,.812,0.6,4.2,4.8,8.5,2.1,0.5,4.7,3.2,30.9,,101,111
130,Monta Ellis\ellismo01,SG,26,MIL,21,21,755,9.8,22.8,.432,0.8,3.1,.267,9.0,19.7,.457,4.6,6.0,.764,0.3,4.7,5.0,8.3,2.0,0.4,3.7,3.5,25.1,,100,107
131,Francisco Elson\elsonfr01,C,35,PHI,5,0,16,3.3,10.0,.333,0.0,0.0,,3.3,10.0,.333,0.0,0.0,,0.0,3.3,3.3,3.3,3.3,3.3,3.3,0.0,6.7,,61,96
132,Andre Emmett\emmetan01,SF,29,NJN,6,0,45,4.7,8.3,.571,0.0,1.2,.000,4.7,7.1,.667,5.9,9.5,.625,2.4,4.7,7.1,1.2,2.4,1.2,2.4,2.4,15.4,,113,109
133,Semih Erden\erdense01,C,25,CLE,28,9,333,6.2,11.7,.527,0.0,0.0,,6.2,11.7,.527,3.3,6.5,.512,3.2,8.2,11.4,1.4,1.6,0.8,2.5,9.5,15.6,,102,108
134,Jeremy Evans\evansje01,SF,24,UTA,29,0,217,6.5,10.2,.643,0.0,0.2,.000,6.5,9.9,.659,1.9,3.9,.500,4.6,7.5,12.1,3.1,1.5,5.8,1.2,5.6,15.0,,131,101
135,Maurice Evans\evansma01,SF,33,WAS,24,0,343,6.8,16.9,.402,2.6,6.8,.378,4.2,10.1,.418,1.5,2.0,.769,1.2,2.4,3.6,1.4,2.1,0.0,1.5,5.4,17.7,,101,110
136,Reggie Evans\evansre01,PF,31,LAC,56,0,771,2.4,5.0,.472,0.0,0.0,,2.4,5.0,.472,2.5,5.0,.507,7.0,11.9,18.9,1.2,2.2,0.4,3.1,8.2,7.3,,101,102
137,Tyreke Evans\evansty01,SG,22,SAC,63,61,2162,9.6,21.1,.453,0.5,2.3,.202,9.1,18.8,.484,4.7,6.0,.779,1.5,5.3,6.8,6.6,2.0,0.7,4.0,3.2,24.3,,103,111
138,Christian Eyenga\eyengch01,SF,22,TOT,7,0,102,3.1,12.9,.240,0.5,1.5,.333,2.6,11.4,.227,2.1,4.1,.500,2.1,5.2,7.2,2.6,1.5,2.6,1.5,3.6,8.8,,73,107
138,Christian Eyenga\eyengch01,SF,22,CLE,6,0,83,1.9,12.0,.158,0.6,1.3,.500,1.3,10.8,.118,1.3,3.8,.333,1.9,5.7,7.6,2.5,1.9,2.5,1.3,4.4,5.7,,59,107
138,Christian Eyenga\eyengch01,SF,22,LAL,1,0,19,8.4,16.7,.500,0.0,2.8,.000,8.4,14.0,.600,5.6,5.6,1.000,2.8,2.8,5.6,2.8,0.0,2.8,2.8,0.0,22.3,,114,109
139,Kenneth Faried\farieke01,PF,22,DEN,46,39,1037,8.9,15.2,.586,0.0,0.0,,8.9,15.2,.586,5.4,8.1,.665,7.0,10.3,17.3,1.8,1.7,2.3,2.7,5.7,23.1,,123,103
140,Jordan Farmar\farmajo01,PG,25,NJN,39,5,831,9.4,20.2,.467,3.5,8.0,.440,5.9,12.2,.484,3.7,4.0,.905,0.4,3.5,3.9,8.3,1.5,0.1,4.4,3.1,26.0,,111,113
141,Derrick Favors\favorde01,PF,20,UTA,65,9,1376,8.5,17.0,.499,0.0,0.0,,8.5,17.0,.499,4.8,7.4,.649,6.0,10.2,16.2,1.6,1.4,2.5,3.9,5.5,21.7,,104,103
142,Raymond Felton\feltora01,PG,27,POR,60,56,1906,7.2,17.7,.407,1.7,5.6,.305,5.5,12.1,.453,2.8,3.4,.806,0.7,3.4,4.1,10.8,2.2,0.3,4.7,3.4,18.9,,99,109
143,Rudy Fernandez\fernaru01,SG,26,DEN,31,1,710,7.1,16.2,.440,2.9,8.8,.328,4.2,7.4,.573,2.2,3.1,.698,0.6,4.0,4.7,5.4,2.2,0.2,2.9,2.7,19.2,,106,108
144,Kyrylo Fesenko\fesenky01,C,25,IND,3,0,17,6.2,15.6,.400,0.0,0.0,,6.2,15.6,.400,12.4,18.7,.667,6.2,21.8,28.0,3.1,6.2,0.0,0.0,6.2,24.9,,129,84
145,Landry Fields\fieldla01,SG,23,NYK,66,62,1894,6.4,14.0,.460,0.8,3.3,.256,5.6,10.7,.523,2.1,3.7,.562,1.6,6.0,7.6,4.6,2.1,0.5,2.8,2.7,15.8,,100,102
146,Derek Fisher\fishede01,PG,37,TOT,63,43,1508,4.5,12.1,.371,1.2,3.8,.321,3.3,8.3,.393,2.0,2.3,.851,0.4,3.8,4.2,5.9,1.8,0.1,2.5,4.1,12.2,,97,107
146,Derek Fisher\fishede01,PG,37,LAL,43,43,1101,4.4,11.6,.383,1.2,3.6,.324,3.3,8.0,.410,2.1,2.6,.830,0.5,3.9,4.4,6.8,1.9,0.1,2.8,4.1,12.1,,99,107
146,Derek Fisher\fishede01,PG,37,OKC,20,0,407,4.7,13.7,.343,1.4,4.4,.314,3.3,9.3,.356,1.6,1.8,.929,0.3,3.4,3.7,3.6,1.4,0.1,1.9,4.1,12.4,,92,108
147,Jonny Flynn\flynnjo01,PG,22,TOT,29,1,416,5.8,16.5,.351,1.3,4.3,.294,4.5,12.2,.371,3.7,4.9,.744,1.0,3.9,4.9,12.1,0.8,0.3,4.5,2.9,16.5,,96,111
147,Jonny Flynn\flynnjo01,PG,22,HOU,11,0,135,4.7,15.9,.293,0.8,3.5,.222,3.9,12.4,.313,4.3,5.4,.786,0.4,2.7,3.1,10.9,1.2,0.4,3.5,3.1,14.3,,92,110
147,Jonny Flynn\flynnjo01,PG,22,POR,18,1,281,6.4,16.9,.378,1.5,4.7,.320,4.9,12.2,.400,3.4,4.7,.720,1.3,4.5,5.8,12.7,0.6,0.2,5.1,2.8,17.6,,98,111
148,Jeff Foote\footeje01,C,24,NOH,4,0,39,2.8,8.4,.333,0.0,0.0,,2.8,8.4,.333,0.0,0.0,,1.4,7.0,8.4,0.0,0.0,1.4,2.8,7.0,5.6,,58,108
149,Gary Forbes\forbega01,SG,26,TOR,48,2,713,8.4,20.4,.413,2.2,6.3,.349,6.3,14.2,.441,5.0,6.9,.725,2.0,5.7,7.7,4.1,1.8,0.3,4.1,4.2,24.1,,97,106
150,T.J. Ford\fordtj01,PG,28,SAS,14,0,191,5.1,11.6,.442,0.5,2.2,.250,4.6,9.5,.486,3.0,3.8,.786,0.8,4.1,4.9,12.2,2.4,0.5,6.2,6.2,13.8,,96,104
151,Courtney Fortson\fortsco01,PG,23,TOT,10,0,95,6.1,17.9,.344,1.7,7.3,.231,4.5,10.6,.421,5.6,8.4,.667,3.4,5.0,8.4,5.6,1.7,0.0,5.6,2.8,19.5,,89,108
151,Courtney Fortson\fortsco01,PG,23,LAC,4,0,46,5.9,14.0,.417,1.2,4.7,.250,4.7,9.4,.500,7.0,10.5,.667,4.7,4.7,9.4,5.9,0.0,0.0,5.9,3.5,19.9,,100,112
151,Courtney Fortson\fortsco01,PG,23,HOU,6,0,49,6.4,21.4,.300,2.1,9.6,.222,4.3,11.8,.364,4.3,6.4,.667,2.1,5.3,7.5,5.3,3.2,0.0,5.3,2.1,19.2,,81,104
152,Jeff Foster\fosteje01,C,35,IND,11,0,141,3.4,6.8,.500,0.4,0.4,1.000,3.0,6.4,.471,2.3,3.4,.667,6.8,9.0,15.8,1.5,3.0,0.4,2.6,9.8,9.4,,112,99
153,Randy Foye\foyera01,SG,28,LAC,65,48,1682,8.2,20.6,.398,4.1,10.5,.386,4.1,10.1,.410,2.3,2.7,.859,0.8,3.6,4.4,4.7,1.5,0.8,2.3,4.2,22.8,,108,109
154,Jimmer Fredette\fredeji01,PG,22,SAC,61,7,1135,7.7,19.9,.386,3.5,9.6,.361,4.2,10.3,.409,1.8,2.1,.833,0.8,2.5,3.3,4.8,1.3,0.1,3.0,3.3,20.6,,100,114
155,Channing Frye\fryech01,PF,28,PHO,64,59,1669,7.9,19.0,.416,2.8,8.2,.346,5.1,10.9,.469,2.3,2.5,.890,2.2,9.6,11.8,2.7,1.3,2.2,2.0,5.5,20.9,,106,104
156,Dan Gadzuric\gadzuda01,C,33,NYK,2,0,13,0.0,7.9,.000,0.0,0.0,,0.0,7.9,.000,0.0,7.9,.000,4.0,15.9,19.8,0.0,4.0,4.0,4.0,15.9,0.0,,17,87
157,Sundiata Gaines\gainesu01,SG,25,NJN,57,12,793,6.8,18.2,.376,1.9,5.5,.341,5.0,12.7,.392,4.0,6.4,.615,1.8,5.4,7.3,8.5,3.7,0.1,3.5,3.9,19.5,,100,107
158,Danilo Gallinari\gallida01,SF,23,DEN,43,40,1351,7.3,17.6,.414,2.3,6.9,.328,5.0,10.7,.470,6.9,7.9,.871,1.1,6.6,7.6,4.4,1.6,0.9,2.6,3.2,23.7,,114,107
159,Francisco Garcia\garcifr01,SF,30,SAC,49,3,798,5.5,14.5,.376,2.4,8.3,.290,3.0,6.2,.490,1.5,1.9,.800,0.7,5.6,6.3,2.0,2.3,2.4,1.4,4.6,14.9,,101,108
160,Kevin Garnett\garneke01,C,35,BOS,60,60,1864,11.1,22.1,.503,0.1,0.3,.333,11.1,21.9,.505,4.6,5.4,.857,1.9,12.2,14.1,5.0,1.6,1.7,3.0,4.0,27.0,,106,94
161,Marc Gasol\gasolma01,C,27,MEM,65,65,2370,8.0,16.5,.482,0.0,0.3,.083,7.9,16.2,.489,5.3,7.1,.748,2.7,10.2,12.9,4.6,1.4,2.7,2.7,4.5,21.2,,111,99
162,Pau Gasol\gasolpa01,PF,31,LAL,65,65,2430,10.0,20.0,.501,0.2,0.6,.259,9.9,19.4,.508,4.5,5.7,.782,4.0,10.8,14.8,5.2,0.8,1.9,3.1,2.8,24.6,,112,103
163,Rudy Gay\gayru01,SF,25,MEM,65,65,2422,10.6,23.3,.455,1.2,3.8,.312,9.4,19.5,.482,4.5,5.7,.791,2.8,6.3,9.1,3.2,2.1,1.2,3.5,3.0,26.9,,104,102
164,Alonzo Gee\geeal01,SG,24,CLE,63,31,1827,6.5,15.9,.412,1.3,3.9,.321,5.3,11.9,.442,4.8,6.1,.788,2.9,6.4,9.3,3.3,2.4,0.5,3.3,4.3,19.1,,102,108
165,Paul George\georgpa01,SG,21,IND,66,66,1958,7.6,17.3,.440,2.4,6.3,.385,5.2,10.9,.472,3.9,4.9,.802,1.5,8.5,10.0,4.3,2.9,1.0,3.2,5.2,21.6,,108,100
166,Daniel Gibson\gibsoda01,SG,25,CLE,35,7,916,5.0,14.2,.351,3.2,8.0,.396,1.8,6.3,.294,2.0,2.5,.791,0.6,5.2,5.8,4.4,1.5,0.9,2.6,4.0,15.1,,98,110
167,Taj Gibson\gibsota01,PF,26,CHI,63,0,1284,8.4,16.9,.495,0.0,0.0,,8.4,16.9,.495,3.5,5.7,.622,5.7,8.3,13.9,2.0,1.1,3.4,2.5,5.5,20.3,,109,96
168,Manu Ginobili\ginobma01,SG,34,SAS,34,7,792,9.8,18.6,.526,3.4,8.2,.413,6.4,10.4,.616,5.7,6.6,.871,1.2,6.4,7.6,9.9,1.6,0.8,4.2,3.7,28.7,,125,104
169,Mickell Gladness\gladnmi01,PF,25,TOT,26,7,252,5.2,12.2,.424,0.0,0.0,,5.2,12.2,.424,1.2,2.5,.500,2.9,9.1,12.0,1.0,0.8,4.1,1.4,6.6,11.6,,92,105
169,Mickell Gladness\gladnmi01,PF,25,MIA,8,0,28,1.9,5.6,.333,0.0,0.0,,1.9,5.6,.333,0.0,0.0,,1.9,18.8,20.7,3.8,1.9,1.9,5.6,15.0,3.8,,56,91
169,Mickell Gladness\gladnmi01,PF,25,GSW,18,7,224,5.6,13.0,.429,0.0,0.0,,5.6,13.0,.429,1.4,2.8,.500,3.0,7.9,10.9,0.7,0.7,4.4,0.9,5.6,12.5,,96,107
170,Ryan Gomes\gomesry01,SF,29,LAC,32,2,425,3.9,12.0,.326,0.5,3.7,.138,3.4,8.4,.409,1.0,1.4,.727,1.8,6.0,7.7,1.5,2.0,0.0,1.9,4.3,9.4,,81,107
171,Drew Gooden\goodedr01,C,30,MIL,56,46,1469,10.0,22.9,.437,0.6,1.9,.291,9.4,21.0,.450,6.1,7.2,.846,4.5,8.1,12.7,5.0,1.6,1.2,3.8,3.9,26.7,,105,104
172,Ben Gordon\gordobe01,SG,28,DET,52,21,1398,9.0,20.4,.442,2.4,5.7,.429,6.6,14.7,.446,4.5,5.2,.860,0.5,4.1,4.7,4.9,1.3,0.4,4.4,4.4,24.9,,101,109
173,Eric Gordon\gordoer01,PG,23,NOH,9,9,310,11.0,24.5,.450,1.8,7.0,.250,9.3,17.5,.530,8.6,11.4,.754,0.4,4.0,4.4,5.4,2.3,0.7,4.2,3.5,32.4,,105,106
174,Marcin Gortat\gortama01,C,27,PHO,66,66,2114,10.5,18.9,.555,0.0,0.0,.000,10.5,18.8,.557,4.0,6.2,.649,4.5,11.6,16.2,1.4,1.2,2.4,2.2,3.5,24.9,,115,103
175,Andrew Goudelock\goudean01,SG,23,LAL,40,0,419,8.6,22.0,.391,3.5,9.5,.373,5.1,12.5,.404,1.4,1.5,.917,0.6,3.3,3.9,2.5,0.5,0.0,2.7,4.0,22.1,,95,110
176,Danny Granger\grangda01,SF,28,IND,62,62,2062,10.0,24.1,.416,3.2,8.3,.381,6.9,15.9,.434,6.5,7.5,.873,2.0,5.8,7.9,2.8,1.6,1.0,2.8,3.7,29.7,,111,104
177,Aaron Gray\grayaa01,C,27,TOR,49,40,813,5.5,10.6,.516,0.0,0.0,,5.5,10.6,.516,1.7,3.1,.532,5.5,13.1,18.6,1.8,1.5,1.1,3.4,8.4,12.6,,98,100
178,Danny Green\greenda02,SG,24,SAS,66,38,1522,7.2,16.2,.442,3.5,7.9,.436,3.7,8.2,.449,2.7,3.4,.790,1.8,5.9,7.7,2.9,2.0,1.6,2.3,3.6,20.5,,112,103
179,Gerald Green\greenge01,SF,26,NJN,31,2,781,10.5,21.8,.481,2.9,7.5,.391,7.6,14.3,.529,3.3,4.4,.754,1.0,6.3,7.4,2.3,1.9,1.2,3.8,5.5,27.3,,103,109
180,Willie Green\greenwi01,SG,30,ATL,53,2,922,8.8,18.8,.471,2.9,6.5,.442,5.9,12.2,.486,2.8,3.2,.857,0.9,3.8,4.6,2.3,1.3,0.3,1.9,4.3,23.3,,110,105
181,Donte Greene\greendo01,PF,23,SAC,53,7,777,7.0,17.4,.406,1.6,6.9,.238,5.4,10.5,.516,2.9,3.6,.800,1.2,7.4,8.7,2.2,1.2,1.9,2.1,4.4,18.6,,100,110
182,Blake Griffin\griffbl01,PF,22,LAC,66,66,2392,12.6,23.0,.549,0.0,0.4,.125,12.6,22.6,.556,5.5,10.5,.521,4.9,11.2,16.1,4.7,1.2,1.1,3.4,4.9,30.8,,113,104
183,Hamed Haddadi\haddaha01,C,26,MEM,35,0,206,6.7,12.3,.542,0.0,0.3,.000,6.7,12.1,.553,4.6,6.7,.692,7.2,11.0,18.2,2.1,0.3,6.7,5.4,11.0,18.0,,102,97
184,Jordan Hamilton\hamiljo02,SF,21,DEN,26,2,258,9.5,21.9,.432,3.4,9.3,.362,6.1,12.6,.484,0.4,1.0,.400,2.2,10.1,12.2,4.0,0.8,0.6,3.2,3.0,22.7,,99,107
185,Richard Hamilton\hamilri01,SG,33,CHI,28,28,697,10.8,23.9,.452,1.3,3.6,.370,9.5,20.4,.466,2.2,2.9,.784,1.5,3.6,5.1,6.5,0.9,0.1,3.8,4.3,25.2,,101,104
186,Tyler Hansbrough\hansbty01,PF,26,IND,66,0,1442,7.1,17.6,.405,0.0,0.0,.000,7.1,17.5,.406,8.3,10.2,.813,4.1,6.5,10.6,1.1,2.0,0.3,2.4,5.8,22.5,,108,104
187,Luke Harangody\haranlu01,PF,24,CLE,21,1,231,5.2,14.8,.354,1.1,4.8,.238,4.1,10.0,.409,2.0,2.7,.750,4.6,7.5,12.1,1.4,1.4,0.7,0.9,3.9,13.7,,101,109
188,James Harden\hardeja01,SG,22,OKC,62,2,1946,8.2,16.7,.491,3.0,7.7,.390,5.2,8.9,.579,8.3,9.8,.846,0.8,5.9,6.7,6.1,1.6,0.4,3.6,4.0,27.7,,125,105
189,Justin Harper\harpeju01,PF,22,ORL,14,0,84,5.8,19.9,.290,1.3,8.3,.154,4.5,11.6,.389,0.0,0.6,.000,1.9,5.8,7.7,1.3,1.3,1.9,3.9,3.2,12.8,,63,104
190,Josh Harrellson\harrejo01,PF,22,NYK,37,4,540,6.0,14.2,.423,1.9,5.6,.339,4.1,8.6,.478,1.5,2.5,.615,4.5,9.3,13.7,1.0,2.2,1.9,1.9,4.6,15.5,,105,98
191,Al Harrington\harrial01,PF,31,DEN,64,1,1761,10.0,22.4,.446,2.9,8.8,.333,7.1,13.6,.519,3.4,5.1,.676,2.1,9.2,11.3,2.5,1.7,0.3,3.2,5.2,26.3,,103,105
192,Devin Harris\harride01,PG,28,UTA,63,63,1741,7.3,16.3,.445,2.3,6.4,.362,4.9,9.9,.498,4.7,6.3,.746,0.4,3.0,3.4,9.5,1.9,0.4,3.7,4.1,21.6,,112,109
193,Manny Harris\harrima01,SG,22,CLE,26,5,456,6.9,17.3,.400,1.4,4.1,.333,5.5,13.1,.421,4.7,6.8,.695,1.3,6.8,8.1,3.6,1.5,0.7,3.1,3.2,19.9,,97,109
194,Terrel Harris\harrite01,SG,24,MIA,22,1,318,4.8,13.7,.349,1.3,6.5,.205,3.5,7.3,.477,2.3,3.5,.667,3.0,5.5,8.4,4.3,1.5,0.3,4.1,5.6,13.2,,87,103
195,Tobias Harris\harrito02,SF,19,MIL,42,9,479,8.4,18.1,.467,0.6,2.5,.261,7.8,15.6,.500,4.7,5.8,.815,3.2,7.6,10.8,2.4,1.4,0.7,3.3,4.8,22.2,,104,106
196,Udonis Haslem\hasleud01,PF,31,MIA,64,10,1589,5.0,11.8,.423,0.0,0.0,,5.0,11.8,.423,2.7,3.4,.814,3.9,11.7,15.6,1.4,1.2,0.8,2.0,4.7,12.8,,102,99
