Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Alex Abrines\abrinal01,SG,23,OKC,68,6,1055,4.6,11.6,.393,3.2,8.4,.381,1.4,3.2,.426,1.5,1.7,.898,0.6,2.3,2.9,1.4,1.3,0.3,1.1,3.9,13.9
2,Quincy Acy\acyqu01,PF,26,TOT,38,1,558,4.5,11.0,.412,2.4,5.8,.411,2.1,5.2,.413,2.9,3.9,.750,1.3,6.1,7.4,1.2,0.9,1.0,1.4,4.3,14.3
2,Quincy Acy\acyqu01,PF,26,DAL,6,0,48,3.7,12.7,.294,0.7,5.2,.143,3.0,7.5,.400,1.5,2.3,.667,1.5,4.5,6.0,0.0,0.0,0.0,1.5,6.8,9.7
2,Quincy Acy\acyqu01,PF,26,BRK,32,1,510,4.6,10.8,.425,2.5,5.9,.434,2.0,4.9,.414,3.0,4.0,.754,1.3,6.3,7.6,1.3,1.0,1.1,1.3,4.1,14.8
3,Steven Adams\adamsst01,C,23,OKC,80,80,2389,5.6,9.9,.571,0.0,0.0,.000,5.6,9.9,.572,2.4,3.9,.611,4.2,5.0,9.2,1.3,1.3,1.2,2.2,2.9,13.6
4,Arron Afflalo\afflaar01,SG,31,SAC,61,45,1580,4.2,9.6,.440,1.4,3.4,.411,2.8,6.1,.457,1.9,2.1,.892,0.2,2.6,2.8,1.8,0.5,0.1,1.0,2.4,11.7
5,Alexis Ajinca\ajincal01,C,28,NOP,39,15,584,5.5,11.0,.500,0.0,0.2,.000,5.5,10.7,.511,1.8,2.5,.725,2.8,8.1,10.9,0.7,1.2,1.4,1.9,4.7,12.8
6,Cole Aldrich\aldrico01,C,28,MIN,62,0,531,3.1,5.8,.523,0.0,0.0,,3.1,5.8,.523,1.0,1.5,.682,3.5,7.3,10.7,1.7,1.7,1.6,1.2,5.8,7.1
7,LaMarcus Aldridge\aldrila01,PF,31,SAS,72,72,2335,7.7,16.2,.477,0.4,0.9,.411,7.4,15.3,.480,3.4,4.2,.812,2.7,5.4,8.1,2.1,0.7,1.4,1.5,2.4,19.2
8,Lavoy Allen\allenla01,PF,27,IND,61,5,871,3.2,6.9,.458,0.0,0.0,.000,3.2,6.9,.461,1.0,1.4,.697,4.3,4.7,9.1,2.4,0.7,1.0,1.2,3.2,7.3
9,Tony Allen\allento01,SG,35,MEM,71,66,1914,5.2,11.2,.461,0.3,1.0,.278,4.9,10.2,.479,1.5,2.4,.615,3.1,4.2,7.4,1.8,2.2,0.5,1.9,3.3,12.1
10,Al-Farouq Aminu\aminual01,SF,26,POR,61,25,1773,3.7,9.5,.393,1.4,4.3,.330,2.3,5.2,.445,1.9,2.8,.706,1.6,7.6,9.2,2.0,1.2,0.9,1.9,2.1,10.8
11,Chris Andersen\anderch01,C,38,CLE,12,0,114,2.8,6.9,.409,0.0,0.9,.000,2.8,6.0,.474,3.2,4.4,.714,2.8,6.9,9.8,1.6,1.6,2.2,1.6,6.3,8.8
12,Alan Anderson\anderal01,SF,34,LAC,30,0,308,3.5,9.4,.375,1.6,5.1,.318,1.9,4.2,.444,1.4,1.9,.750,0.4,2.5,2.8,1.3,0.4,0.0,0.8,4.1,10.1
13,Justin Anderson\anderju01,SF,23,TOT,75,10,1228,5.5,12.9,.424,1.7,5.7,.299,3.8,7.2,.522,3.0,3.8,.791,2.0,5.2,7.2,1.9,1.2,0.7,1.9,3.2,15.6
13,Justin Anderson\anderju01,SF,23,DAL,51,2,710,5.6,14.0,.401,1.9,6.2,.303,3.8,7.9,.477,3.5,4.5,.795,2.0,5.6,7.6,1.6,1.4,0.8,2.0,3.2,16.7
13,Justin Anderson\anderju01,SF,23,PHI,24,8,518,5.2,11.3,.463,1.5,5.0,.292,3.8,6.3,.600,2.2,2.8,.780,2.1,4.6,6.7,2.4,0.9,0.5,1.8,3.1,14.1
14,Kyle Anderson\anderky01,SG,23,SAS,72,14,1020,3.3,7.4,.445,0.5,1.4,.375,2.8,6.0,.462,1.6,2.0,.789,1.2,6.2,7.3,3.2,1.8,0.9,1.4,2.2,8.7
15,Ryan Anderson\anderry01,PF,28,HOU,72,72,2116,5.5,13.2,.418,3.5,8.6,.403,2.0,4.5,.446,2.2,2.6,.860,1.9,3.7,5.6,1.2,0.5,0.2,0.9,2.4,16.7
16,Giannis Antetokounmpo\antetgi01,SF,22,MIL,80,80,2845,8.3,15.9,.521,0.6,2.3,.272,7.7,13.7,.563,6.0,7.7,.770,1.8,7.1,8.9,5.5,1.7,1.9,3.0,3.1,23.2
17,Carmelo Anthony\anthoca01,SF,32,NYK,74,74,2538,8.5,19.7,.433,2.1,6.0,.359,6.4,13.7,.466,4.3,5.2,.833,0.9,5.3,6.2,3.0,0.9,0.5,2.2,2.8,23.5
18,Joel Anthony\anthojo01,C,34,SAS,19,0,122,3.0,4.7,.625,0.0,0.0,,3.0,4.7,.625,1.5,2.4,.625,2.4,6.8,9.1,0.9,0.6,1.8,1.2,3.2,7.4
19,Trevor Ariza\arizatr01,SF,31,HOU,80,80,2773,4.2,10.4,.409,2.5,7.2,.344,1.8,3.2,.556,1.2,1.6,.738,0.7,5.2,5.9,2.3,1.9,0.3,0.9,1.7,12.2
20,Darrell Arthur\arthuda01,PF,28,DEN,41,7,639,5.4,12.1,.442,3.0,6.6,.453,2.4,5.5,.429,1.1,1.2,.864,1.4,4.9,6.3,2.4,1.1,1.2,2.0,4.3,14.8
21,Omer Asik\asikom01,C,30,NOP,31,19,482,2.3,4.9,.477,0.0,0.0,,2.3,4.9,.477,1.7,2.9,.590,3.6,8.6,12.2,1.1,0.4,0.7,1.0,3.8,6.3
22,D.J. Augustin\augusdj01,PG,29,ORL,78,20,1538,4.6,12.1,.377,2.2,6.4,.347,2.3,5.7,.412,3.1,3.8,.814,0.4,2.4,2.7,4.9,0.7,0.0,2.1,2.4,14.4
23,Luke Babbitt\babbilu01,SF,27,MIA,68,55,1065,3.8,9.5,.402,2.9,7.1,.414,0.9,2.4,.366,0.4,0.5,.733,0.4,4.4,4.8,1.2,0.7,0.4,0.8,4.0,11.0
24,Ron Baker\bakerro01,SG,23,NYK,52,13,857,3.4,9.1,.378,1.0,3.6,.267,2.5,5.5,.450,1.2,1.8,.651,0.5,3.6,4.1,4.5,1.4,0.3,2.4,3.1,9.0
25,Wade Baldwin\baldwwa01,PG,20,MEM,33,1,405,3.2,10.2,.313,0.3,2.0,.136,2.9,8.3,.355,2.8,3.3,.838,1.0,3.1,4.1,5.4,1.6,0.6,3.5,3.6,9.4
26,Leandro Barbosa\barbole01,SG,34,PHO,67,0,963,6.4,14.7,.439,1.3,3.7,.357,5.1,11.0,.466,1.5,1.7,.889,0.6,3.3,3.9,3.0,1.2,0.3,1.8,3.1,15.7
27,J.J. Barea\bareajo01,PG,32,DAL,35,6,771,6.6,16.0,.414,2.5,6.9,.358,4.2,9.1,.456,2.1,2.4,.863,0.4,3.5,3.9,9.0,0.7,0.0,2.9,1.4,17.8
28,Harrison Barnes\barneha02,PF,24,DAL,79,79,2803,7.7,16.4,.468,1.0,2.9,.351,6.7,13.6,.492,3.1,3.6,.861,1.2,3.9,5.1,1.5,0.8,0.2,1.3,1.6,19.5
29,Matt Barnes\barnema02,SF,36,TOT,74,18,1777,3.7,9.6,.391,1.8,5.3,.331,2.0,4.3,.467,1.4,1.8,.787,1.4,6.4,7.8,4.0,1.0,0.5,2.2,3.7,10.7
29,Matt Barnes\barnema02,SF,36,SAC,54,13,1367,3.9,10.1,.384,1.8,5.6,.327,2.1,4.5,.453,1.3,1.7,.758,1.4,6.3,7.7,4.0,0.9,0.4,2.2,3.6,10.9
29,Matt Barnes\barnema02,SF,36,GSW,20,5,410,3.3,7.9,.422,1.6,4.6,.346,1.8,3.3,.526,1.8,2.0,.870,1.3,6.7,8.0,4.0,1.1,0.8,2.1,4.1,10.0
30,Will Barton\bartowi01,SG,26,DEN,60,19,1705,6.2,14.1,.443,1.8,5.0,.370,4.4,9.1,.483,3.0,4.0,.753,1.2,4.2,5.5,4.3,1.0,0.6,2.0,2.3,17.3
31,Brandon Bass\bassbr01,PF,31,LAC,52,0,577,6.7,11.6,.575,0.1,0.2,.333,6.6,11.4,.579,4.8,5.5,.875,2.7,5.4,8.0,1.3,0.9,0.7,1.8,2.8,18.2
32,Nicolas Batum\batumni01,SG,28,CHO,77,77,2617,5.4,13.4,.403,1.9,5.6,.333,3.5,7.8,.453,3.3,3.9,.856,0.6,6.0,6.6,6.3,1.2,0.4,2.7,1.5,16.0
33,Jerryd Bayless\bayleje01,PG,28,PHI,3,1,71,5.6,16.2,.344,1.0,2.5,.400,4.6,13.7,.333,4.6,5.1,.900,1.5,4.6,6.1,6.6,0.0,0.0,4.6,2.0,16.7
34,Aron Baynes\baynear01,C,30,DET,75,2,1163,4.4,8.6,.513,0.0,0.0,,4.4,8.6,.513,2.4,2.9,.840,3.4,6.9,10.3,1.0,0.5,1.2,1.5,5.1,11.3
35,Kent Bazemore\bazemke01,SF,27,ATL,73,64,1963,5.4,13.2,.409,1.7,4.9,.346,3.7,8.3,.446,2.2,3.1,.708,0.8,3.4,4.2,3.2,1.7,1.0,2.3,3.0,14.7
36,Bradley Beal\bealbr01,SG,23,WAS,77,77,2684,8.5,17.7,.482,3.0,7.4,.404,5.6,10.3,.538,3.8,4.6,.825,0.7,2.5,3.2,3.6,1.1,0.3,2.1,2.3,23.9
37,Malik Beasley\beaslma01,SG,20,DEN,22,1,165,7.2,15.9,.452,2.0,6.1,.321,5.2,9.8,.533,1.7,2.2,.800,1.1,2.6,3.7,2.4,1.5,0.0,1.7,2.2,18.1
38,Michael Beasley\beaslmi01,PF,28,MIL,56,6,935,8.3,15.6,.532,0.7,1.7,.419,7.6,14.0,.545,3.0,4.0,.743,1.5,5.9,7.4,2.0,1.0,1.0,2.5,3.5,20.3
39,Marco Belinelli\belinma01,SG,30,CHO,74,0,1778,5.3,12.5,.429,2.1,5.7,.360,3.3,6.7,.488,3.0,3.4,.893,0.3,3.3,3.6,3.0,0.9,0.2,1.4,1.8,15.8
40,DeAndre' Bembry\bembrde01,SF,22,ATL,38,1,371,4.6,9.5,.480,0.1,1.7,.056,4.5,7.8,.575,0.6,1.6,.375,1.4,4.4,5.7,2.7,0.8,0.5,1.6,2.0,9.8
41,Dragan Bender\bendedr01,PF,19,PHO,43,0,574,3.6,10.1,.354,1.8,6.3,.277,1.8,3.8,.483,0.3,0.7,.364,1.4,5.0,6.5,1.4,0.6,1.4,2.0,4.6,9.2
42,Anthony Bennett\bennean01,PF,23,BRK,23,1,264,5.2,12.5,.413,1.8,6.5,.271,3.4,6.0,.568,3.5,4.9,.722,3.4,7.2,10.6,1.6,0.7,0.4,1.6,2.5,15.7
43,Ben Bentil\bentibe01,PF,21,DAL,3,0,10,0.0,10.8,.000,0.0,3.6,.000,0.0,7.2,.000,0.0,0.0,,0.0,7.2,7.2,0.0,0.0,0.0,3.6,3.6,0.0
44,Davis Bertans\bertada01,PF,24,SAS,67,6,808,4.6,10.4,.440,3.1,7.7,.399,1.5,2.7,.557,1.2,1.5,.824,1.0,3.4,4.4,2.0,0.9,1.2,1.4,3.3,13.5
45,Patrick Beverley\beverpa01,SG,28,HOU,67,67,2058,4.0,9.5,.420,1.9,5.0,.382,2.1,4.5,.463,1.3,1.7,.768,1.7,5.2,6.9,4.9,1.7,0.4,1.7,3.9,11.2
46,Bismack Biyombo\biyombi01,C,24,ORL,81,27,1793,3.6,6.8,.528,0.0,0.0,,3.6,6.8,.528,2.5,4.7,.534,3.2,8.2,11.4,1.5,0.5,1.8,1.9,4.1,9.7
47,Nemanja Bjelica\bjeline01,PF,28,MIN,65,1,1190,4.6,10.8,.424,1.7,5.4,.316,2.9,5.4,.531,1.4,1.8,.738,1.7,5.7,7.4,2.4,1.2,0.6,1.8,4.7,12.2
48,Tarik Black\blackta01,C,25,LAL,67,16,1091,4.9,9.7,.510,0.0,0.1,.500,4.9,9.6,.510,2.7,3.6,.752,4.8,6.6,11.3,1.3,1.0,1.5,1.9,5.7,12.6
49,Eric Bledsoe\bledser01,PG,27,PHO,66,66,2176,7.4,17.1,.434,1.7,5.1,.335,5.7,12.0,.477,6.4,7.6,.847,0.9,4.4,5.3,6.9,1.5,0.5,3.7,2.7,23.0
50,Bojan Bogdanovic\bogdabo02,SF,27,TOT,81,54,2083,6.5,14.6,.445,2.5,6.8,.367,4.0,7.8,.512,3.8,4.2,.893,0.6,4.1,4.8,1.9,0.6,0.1,2.3,2.5,19.2
50,Bojan Bogdanovic\bogdabo02,SF,27,BRK,55,54,1482,6.5,14.8,.440,2.4,6.7,.357,4.1,8.1,.509,3.5,4.1,.874,0.6,4.2,4.8,2.2,0.6,0.1,2.3,2.4,19.0
50,Bojan Bogdanovic\bogdabo02,SF,27,WAS,26,0,601,6.4,14.0,.457,2.7,6.9,.391,3.7,7.1,.521,4.3,4.6,.934,0.8,4.0,4.8,1.3,0.6,0.2,2.3,2.8,19.8
51,Andrew Bogut\bogutan01,C,32,TOT,27,21,583,2.3,5.0,.469,0.0,0.1,.000,2.3,4.9,.475,0.2,0.7,.273,3.5,10.0,13.5,3.0,0.8,1.5,2.7,5.3,4.9
51,Andrew Bogut\bogutan01,C,32,DAL,26,21,582,2.4,5.0,.469,0.0,0.1,.000,2.4,4.9,.475,0.2,0.7,.273,3.5,10.0,13.5,3.0,0.8,1.5,2.7,5.2,4.9
51,Andrew Bogut\bogutan01,C,32,CLE,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0
52,Joel Bolomboy\bolomjo01,PF,23,UTA,12,0,53,6.1,10.9,.563,0.7,2.7,.250,5.4,8.2,.667,2.0,4.1,.500,2.7,8.8,11.5,1.4,0.7,1.4,1.4,0.7,14.9
53,Devin Booker\bookede01,SG,20,PHO,78,78,2730,8.0,18.9,.423,1.9,5.3,.363,6.1,13.5,.447,4.8,5.8,.832,0.6,2.7,3.3,3.5,0.9,0.3,3.2,3.2,22.8
54,Trevor Booker\booketr01,PF,29,BRK,71,43,1754,6.3,12.1,.516,0.5,1.6,.321,5.7,10.5,.546,1.5,2.3,.673,2.9,8.8,11.7,2.8,1.5,0.6,2.6,3.1,14.6
55,Avery Bradley\bradlav01,SG,26,BOS,55,55,1835,7.0,15.2,.463,2.1,5.4,.390,4.9,9.8,.504,1.3,1.8,.731,1.3,5.3,6.6,2.4,1.3,0.2,1.7,2.8,17.5
56,Corey Brewer\breweco01,SF,30,TOT,82,11,1281,4.1,9.8,.422,0.8,3.3,.229,3.4,6.5,.522,1.4,1.9,.735,0.9,3.8,4.7,2.7,1.7,0.6,1.5,3.7,10.4
56,Corey Brewer\breweco01,SF,30,HOU,58,8,923,3.7,8.9,.414,0.9,3.7,.234,2.8,5.2,.541,1.2,1.7,.727,0.8,3.6,4.4,2.4,1.4,0.5,1.4,4.1,9.4
56,Corey Brewer\breweco01,SF,30,LAL,24,3,358,5.3,12.2,.438,0.5,2.4,.208,4.8,9.8,.495,1.8,2.4,.750,1.1,4.1,5.2,3.6,2.4,0.8,1.9,2.9,13.0
57,Malcolm Brogdon\brogdma01,SG,24,MIL,75,28,1982,5.3,11.5,.457,1.4,3.5,.404,3.9,8.0,.480,2.0,2.3,.865,0.9,3.0,3.9,5.8,1.5,0.2,2.1,2.5,13.9
58,Aaron Brooks\brookaa01,PG,32,IND,65,0,894,4.9,12.1,.403,1.9,5.2,.375,2.9,6.9,.424,1.3,1.6,.800,0.7,2.1,2.8,5.0,1.0,0.4,2.7,3.7,13.0
59,Anthony Brown\brownan02,SF,24,TOT,11,0,159,4.1,11.3,.360,1.6,6.1,.259,2.5,5.2,.478,0.0,0.0,,1.8,5.7,7.5,1.8,1.1,0.2,1.4,3.4,9.7
59,Anthony Brown\brownan02,SF,24,NOP,9,0,143,3.5,10.3,.341,1.5,6.0,.250,2.0,4.3,.471,0.0,0.0,,1.5,5.0,6.5,1.5,1.3,0.3,1.3,3.3,8.6
59,Anthony Brown\brownan02,SF,24,ORL,2,0,16,9.0,20.3,.444,2.3,6.8,.333,6.8,13.5,.500,0.0,0.0,,4.5,11.3,15.8,4.5,0.0,0.0,2.3,4.5,20.3
60,Bobby Brown\brownbo02,PG,32,HOU,25,0,123,6.7,17.6,.383,4.1,10.2,.400,2.6,7.3,.360,0.6,0.6,1.000,0.0,1.8,1.8,4.1,0.3,0.0,1.5,1.5,18.1
61,Jaylen Brown\brownja02,SF,20,BOS,78,20,1341,5.2,11.4,.454,1.2,3.6,.341,3.9,7.7,.507,2.3,3.3,.685,1.2,4.7,5.9,1.7,0.9,0.5,1.8,3.8,13.8
62,Nicolas Brussino\brussni01,SF,23,DAL,54,2,521,3.6,9.7,.369,2.0,6.6,.305,1.6,3.2,.500,1.2,1.5,.773,1.8,4.8,6.6,3.2,1.2,0.6,1.8,3.0,10.4
63,Reggie Bullock\bullore01,SF,25,DET,31,5,467,4.2,9.9,.422,2.2,5.6,.384,2.0,4.2,.473,0.4,0.5,.714,1.0,3.9,4.9,2.2,1.4,0.2,0.8,1.7,10.9
64,Trey Burke\burketr01,PG,24,WAS,57,0,703,5.9,13.1,.455,1.6,3.6,.443,4.4,9.5,.459,1.1,1.5,.759,0.4,2.0,2.4,5.1,0.6,0.3,2.5,2.8,14.6
65,Alec Burks\burksal01,SG,25,UTA,42,0,653,5.5,13.7,.399,1.4,4.2,.329,4.1,9.5,.430,3.3,4.3,.769,0.9,5.7,6.6,1.7,1.0,0.3,1.9,2.8,15.6
66,Jimmy Butler\butleji01,SF,27,CHI,76,75,2809,7.3,16.0,.455,1.2,3.2,.367,6.1,12.9,.477,7.5,8.7,.865,1.7,4.4,6.0,5.3,1.8,0.4,2.0,1.4,23.3
67,Bruno Caboclo\cabocbr01,SF,21,TOR,9,0,40,5.4,14.4,.375,1.8,5.4,.333,3.6,9.0,.400,0.0,0.0,,4.5,4.5,9.0,3.6,1.8,0.9,1.8,3.6,12.6
68,Jose Calderon\caldejo01,PG,35,TOT,41,13,539,3.7,8.9,.410,1.3,4.3,.313,2.3,4.7,.500,0.7,0.8,.917,1.0,3.9,4.9,5.9,0.7,0.1,2.7,2.4,9.4
68,Jose Calderon\caldejo01,PG,35,LAL,24,11,292,3.9,9.5,.416,1.5,4.2,.353,2.5,5.3,.465,0.5,0.5,1.000,1.0,4.2,5.2,6.3,0.9,0.1,3.2,2.7,9.9
68,Jose Calderon\caldejo01,PG,35,ATL,17,2,247,3.4,8.3,.404,1.2,4.4,.267,2.2,3.9,.556,1.0,1.2,.875,1.0,3.6,4.7,5.4,0.6,0.0,2.2,2.0,8.9
69,Kentavious Caldwell-Pope\caldwke01,SG,23,DET,76,75,2529,5.3,13.2,.399,2.2,6.2,.350,3.1,7.0,.442,2.2,2.6,.832,0.8,2.7,3.5,2.7,1.3,0.2,1.2,1.7,14.9
70,Isaiah Canaan\canaais01,SG,25,CHI,39,0,592,3.8,10.5,.364,1.5,5.7,.266,2.3,4.8,.481,1.8,2.0,.909,0.4,2.7,3.0,2.3,1.3,0.1,1.3,2.1,11.0
71,Clint Capela\capelca01,C,22,HOU,65,59,1551,8.4,13.1,.643,0.0,0.0,,8.4,13.1,.643,2.2,4.1,.531,4.1,8.1,12.2,1.5,0.8,1.8,2.0,4.2,19.0
72,DeMarre Carroll\carrode01,SF,30,TOR,72,72,1882,4.2,10.5,.400,2.1,6.1,.341,2.1,4.4,.483,1.7,2.2,.761,1.2,4.1,5.3,1.4,1.5,0.5,1.0,2.7,12.2
73,Vince Carter\cartevi01,SF,40,MEM,73,15,1799,3.9,9.8,.394,2.2,5.9,.378,1.6,3.9,.418,1.8,2.3,.765,0.7,3.8,4.5,2.7,1.2,0.7,1.0,3.3,11.7
74,Michael Carter-Williams\cartemi01,PG,25,CHI,45,19,846,4.8,13.0,.366,0.6,2.7,.234,4.1,10.3,.401,2.5,3.3,.753,1.0,5.5,6.5,4.8,1.6,1.0,2.8,4.3,12.6
75,Omri Casspi\casspom01,SF,28,TOT,36,2,643,4.3,9.2,.470,0.8,2.4,.349,3.5,6.8,.512,1.0,1.6,.586,1.5,4.8,6.3,2.1,1.3,0.2,1.6,2.8,10.4
75,Omri Casspi\casspom01,SF,28,SAC,22,2,397,4.8,10.6,.453,1.0,2.6,.379,3.8,8.0,.477,1.1,1.9,.571,1.8,6.3,8.2,2.4,0.9,0.1,1.5,2.1,11.7
75,Omri Casspi\casspom01,SF,28,NOP,1,0,24,7.5,13.5,.556,3.0,6.0,.500,4.5,7.5,.600,0.0,0.0,,1.5,1.5,3.0,0.0,0.0,0.0,3.0,4.5,18.0
75,Omri Casspi\casspom01,SF,28,MIN,13,0,222,3.1,6.2,.500,0.3,1.6,.200,2.8,4.5,.607,0.8,1.3,.625,1.0,2.3,3.2,1.8,2.1,0.3,1.6,3.9,7.3
76,Willie Cauley-Stein\caulewi01,C,23,SAC,75,21,1421,6.5,12.2,.530,0.0,0.1,.000,6.5,12.1,.532,2.6,3.8,.669,2.2,6.4,8.6,2.0,1.3,1.1,1.7,3.7,15.5
77,Tyson Chandler\chandty01,C,34,PHO,47,46,1298,4.2,6.3,.671,0.0,0.0,,4.2,6.3,.671,2.5,3.4,.734,4.2,10.7,14.9,0.8,0.9,0.7,1.8,3.5,11.0
78,Wilson Chandler\chandwi01,SF,29,DEN,71,33,2197,7.1,15.4,.461,1.8,5.3,.337,5.3,10.0,.527,2.3,3.2,.727,1.7,5.8,7.5,2.3,0.8,0.5,1.9,2.8,18.3
79,Marquese Chriss\chrisma01,PF,19,PHO,82,75,1743,5.9,13.1,.449,1.5,4.6,.321,4.4,8.4,.520,2.3,3.7,.624,2.0,5.2,7.2,1.2,1.4,1.4,2.2,5.4,15.6
80,Rakeem Christmas\chrisra01,PF,25,IND,29,0,219,3.1,7.1,.442,0.0,0.0,,3.1,7.1,.442,3.5,4.8,.724,4.3,4.9,9.2,0.7,0.5,1.0,1.3,6.1,9.7
81,Semaj Christon\chrisse01,PG,24,OKC,64,1,973,2.8,8.3,.345,0.4,2.3,.190,2.4,5.9,.406,0.6,1.1,.548,0.7,2.5,3.2,4.8,1.0,0.3,1.6,2.9,6.8
82,Ian Clark\clarkia01,SG,25,GSW,77,0,1137,6.7,13.7,.487,1.9,5.2,.374,4.7,8.5,.556,1.4,1.8,.759,0.7,3.1,3.8,2.8,1.2,0.3,1.7,2.4,16.7
83,Jordan Clarkson\clarkjo01,SG,24,LAL,82,19,2397,7.2,16.1,.445,1.8,5.3,.329,5.4,10.7,.503,2.0,2.5,.798,0.7,3.0,3.7,3.2,1.3,0.1,2.5,2.3,18.1
84,Norris Cole\coleno01,PG,28,OKC,13,0,125,4.6,15.0,.308,0.9,3.7,.231,3.7,11.2,.333,2.3,2.9,.800,0.0,3.2,3.2,4.0,2.3,0.0,2.0,5.2,12.4
85,Darren Collison\collida01,PG,29,SAC,68,64,2063,5.9,12.5,.476,1.3,3.1,.417,4.7,9.4,.495,2.6,3.0,.860,0.4,2.3,2.7,5.4,1.2,0.2,2.0,2.1,15.7
86,Nick Collison\collini01,PF,36,OKC,20,0,128,3.9,6.5,.609,0.0,0.3,.000,3.9,6.2,.636,1.4,2.3,.625,2.5,6.2,8.7,3.4,0.6,0.6,1.1,4.8,9.3
87,Mike Conley\conlemi01,PG,29,MEM,69,68,2292,7.3,15.8,.460,2.7,6.6,.408,4.6,9.3,.497,5.0,5.8,.859,0.5,3.3,3.8,6.8,1.4,0.3,2.5,2.0,22.2
88,Pat Connaughton\connapa01,SG,24,POR,39,1,316,4.2,8.2,.514,1.9,3.8,.515,2.3,4.4,.513,0.8,1.0,.778,1.1,4.8,5.9,3.2,0.7,0.2,1.9,2.6,11.2
89,Quinn Cook\cookqu01,PG,23,TOT,14,0,188,6.3,12.6,.500,2.1,5.0,.423,4.2,7.7,.550,0.4,1.0,.400,0.2,1.1,1.3,5.0,0.8,0.0,2.5,2.5,15.1
89,Quinn Cook\cookqu01,PG,23,DAL,5,0,77,5.1,11.7,.440,2.3,6.5,.357,2.8,5.1,.545,0.0,0.9,.000,0.0,1.4,1.4,5.6,0.5,0.0,3.7,2.8,12.6
89,Quinn Cook\cookqu01,PG,23,NOP,9,0,111,7.1,13.3,.537,1.9,3.9,.500,5.2,9.4,.552,0.6,1.0,.667,0.3,1.0,1.3,4.5,1.0,0.0,1.6,2.3,16.9
90,DeMarcus Cousins\couside01,C,26,TOT,72,72,2465,9.4,20.9,.452,1.9,5.3,.361,7.5,15.6,.483,7.6,9.8,.772,2.2,9.4,11.6,4.8,1.5,1.4,3.9,4.1,28.4
90,DeMarcus Cousins\couside01,C,26,SAC,55,55,1891,9.6,21.3,.452,1.8,5.1,.356,7.8,16.2,.482,8.1,10.5,.770,2.2,8.9,11.1,5.1,1.4,1.4,3.9,3.9,29.1
90,DeMarcus Cousins\couside01,C,26,NOP,17,17,574,8.9,19.7,.452,2.3,6.0,.375,6.6,13.7,.486,5.9,7.6,.777,2.3,10.9,13.2,4.1,1.6,1.2,3.9,4.7,26.0
91,Robert Covington\covinro01,SF,26,PHI,67,67,2119,5.0,12.4,.399,2.3,7.0,.333,2.6,5.4,.484,2.4,3.0,.822,1.6,5.8,7.4,1.7,2.2,1.2,2.2,3.4,14.7
92,Allen Crabbe\crabbal01,SG,24,POR,79,7,2254,4.8,10.3,.468,2.1,4.8,.444,2.7,5.5,.490,1.7,2.0,.847,0.3,3.3,3.6,1.5,0.9,0.3,1.0,2.7,13.5
93,Jamal Crawford\crawfja01,SG,36,LAC,82,1,2157,6.0,14.5,.413,1.9,5.4,.360,4.1,9.1,.443,2.9,3.4,.857,0.3,1.9,2.2,3.6,1.0,0.2,2.2,1.9,16.8
94,Jordan Crawford\crawfjo02,SG,28,NOP,19,0,442,8.6,17.8,.482,3.0,7.7,.389,5.5,10.0,.553,1.6,2.1,.769,0.3,2.4,2.8,4.6,0.9,0.2,2.0,2.4,21.7
95,Jae Crowder\crowdja01,SF,26,BOS,72,72,2335,5.1,11.1,.463,2.4,6.1,.398,2.7,5.0,.540,2.7,3.3,.811,0.7,5.7,6.4,2.4,1.1,0.4,1.2,2.5,15.4
96,Dante Cunningham\cunnida01,SF,29,NOP,66,35,1649,3.8,7.8,.485,1.6,4.0,.392,2.2,3.9,.579,0.3,0.6,.593,1.2,4.8,6.0,0.8,0.9,0.6,0.6,2.2,9.5
