,last name,first name,age,position,team,faStatus,total-contract,average,name
0,Curry,Stephen,29,PG,GSW,UFA,201158790,40231758,stephencurry
1,Griffin,Blake,28,PF,LAC,UFA,171174820,34234964,blakegriffin
2,Holiday,Jrue,27,PG,NOP,UFA,131805000,26361000,jrueholiday
3,Hayward,Gordon,27,SF,UTH,UFA,127829970,31957493,gordonhayward
4,PorterJr.,Otto,24,SF,WAS,RFA,106524975,26631244,ottoporter
5,Lowry,Kyle,31,PG,TOR,UFA,100000000,33333333,kylelowry
6,HardawayJr.,Tim,25,SG,ATL,RFA,70950000,17737500,timhardaway
7,Ibaka,Serge,28,PF,TOR,UFA,65000000,21666667,sergeibaka
8,Gallinari,Danilo,29,SF,DEN,UFA,64762737,21587579,danilogallinari
9,Millsap,Paul,32,PF,ATL,UFA,61000000,30500000,paulmillsap
10,Hill,George,31,PG,UTH,UFA,57000000,19000000,georgehill
11,Teague,Jeff,29,PG,IND,UFA,57000000,19000000,jeffteague
12,Ingles,Joe,29,SF,UTH,RFA,52000000,13000000,joeingles
13,Waiters,Dion,25,SG,MIA,UFA,52000000,13000000,dionwaiters
14,Durant,Kevin,28,SF,GSW,UFA,51250000,25625000,kevindurant
15,Olynyk,Kelly,26,C,BOS,UFA,50000000,12500000,kellyolynyk
16,Mills,Patrick,29,PG,SAS,UFA,49714285,12428571,patrickmills
17,Gasol,Pau,37,PF,SAS,UFA,48800000,16266667,paugasol
18,Iguodala,Andre,33,SG,GSW,UFA,48000000,16000000,andreiguodala
19,Snell,Tony,25,SF,MIL,RFA,46000000,11500000,tonysnell
20,Johnson,James,30,PF,MIA,UFA,43295100,14431700,jamesjohnson
21,Plumlee,Mason,27,C,DEN,RFA,41000000,13666667,masonplumlee
22,Felicio,Cristiano,25,PF,CHI,RFA,32000000,8000000,cristianofelicio
23,Tucker,P.J.,32,SF,TOR,UFA,31878148,7969537,pjtucker
24,Roberson,Andre,25,SG,OKC,RFA,30000000,10000000,andreroberson
25,Gibson,Taj,32,PF,OKC,UFA,28000000,14000000,tajgibson
26,Mirotic,Nikola,26,PF,CHI,RFA,27000000,13500000,nikolamirotic
27,Miles,C.J.,30,SG,IND,UFA,25000000,8333333,cjmiles
28,Randolph,Zach,36,PF,MEM,UFA,24000000,12000000,zachrandolph
29,Livingston,Shaun,32,PG,GSW,UFA,23692308,7897436,shaunlivingston
30,Redick,J.J.,33,SG,LAC,UFA,23000000,23000000,jjredick
31,Korver,Kyle,36,SG,CLE,UFA,22060000,7353333,kylekorver
32,Bogdanovic,Bojan,28,SF,WAS,UFA,21000000,10500000,bojanbogdanovic
33,Galloway,Langston,25,PG,SAC,RFA,21000000,7000000,langstongalloway
34,Simmons,Jonathon,28,SG,SAS,UFA,20000000,6666667,jonathonsimmons
35,Collison,Darren,30,PG,SAC,UFA,20000000,10000000,darrencollison
36,Caldwell-Pope,Kentavious,24,SG,DET,UFA,17745894,17745894,kentaviouscaldwellpope
37,Gay,Rudy,31,SF,SAC,UFA,17232300,8616150,rudygay
38,Green,JaMychal,27,PF,MEM,RFA,17000000,8500000,jamychalgreen
39,Williams,Alan,24,PF,PHX,RFA,17000000,5666667,alanwilliams
40,Patterson,Patrick,28,PF,TOR,UFA,16354800,5451600,patrickpatterson
41,Dedmon,Dewayne,28,C,SAS,UFA,14100000,7050000,dewaynededmon
42,Mack,Shelvin,27,PG,UTH,UFA,12000000,6000000,shelvinmack
43,Johnson,Amir,30,PF,BOS,UFA,11000000,11000000,amirjohnson
44,Hilario,Nene,35,PF,HOU,UFA,10954440,3651480,nenehilario
45,McLemore,Ben,24,SG,SAC,UFA,10660000,5330000,benmclemore
46,Sefolosha,Thabo,33,SF,ATL,UFA,10500000,5250000,thabosefolosha
47,Muscala,Mike,26,PF,ATL,UFA,10000000,5000000,mikemuscala
48,Holiday,Justin,28,SG,NYK,UFA,9000000,4500000,justinholiday
49,Baker,Ron,24,SG,NYK,UFA,8872400,4436200,ronbaker
50,Crawford,Jamal,37,SG,ATL,UFA,8872400,4436200,jamalcrawford
51,Jerebko,Jonas,30,PF,BOS,UFA,8200000,4100000,jonasjerebko
52,Carter,Vince,40,SG,MEM,UFA,8000000,8000000,vincecarter
53,Meeks,Jodie,30,SG,ORL,UFA,6744500,3372250,jodiemeeks
54,Ilyasova,Ersan,30,SF,ATL,UFA,6000000,6000000,ersanilyasova
55,Young,Nick,32,SF,LAL,UFA,5192000,5192000,nickyoung
56,Bullock,Reggie,26,SF,DET,RFA,5000000,2500000,reggiebullock
57,Nowitzki,Dirk,39,PF,DAL,UFA,5000000,5000000,dirknowitzki
58,Williams,Troy,22,SF,HOU,RFA,4693068,1564356,troywilliams
59,Baynes,Aron,30,PF,DET,UFA,4328000,4328000,aronbaynes
60,Noel,Nerlens,23,C,DAL,RFA,4187598,4187598,nerlensnoel
61,Zeller,Tyler,27,C,BOS,UFA,3643479,1821740,tylerzeller
62,Pachulia,Zaza,33,C,GSW,UFA,3477600,3477600,zazapachulia
63,Muhammad,Shabazz,24,SF,MIN,UFA,3372245,1686123,shabazzmuhammad
64,Withey,Jeff,27,C,UTH,UFA,3372245,1686123,jeffwithey
65,Rondo,Rajon,31,PG,CHI,UFA,3300000,3300000,rajonrondo
66,Black,Tarik,25,C,LAL,UFA,3290000,3290000,tarikblack
67,Tolliver,Anthony,32,PF,SAC,UFA,3290000,3290000,anthonytolliver
68,Evans,Tyreke,28,SF,SAC,UFA,3290000,3290000,tyrekeevans
69,Ennis,Tyler,23,PG,LAL,UFA,3180397,1590199,tylerennis
70,Lauvergne,Joffrey,25,PF,CHI,UFA,3180397,1590199,joffreylauvergne
71,Stone,Diamond,20,C,ATL,UFA,2857562,1428781,diamondstone
72,Cook,Quinn,24,PG,NOP,UFA,2857562,1428781,quinncook
73,Selden,Wayne,22,SG,MEM,UFA,2857562,1428781,wayneselden
74,Carter-Williams,Michael,25,PG,CHI,UFA,2700000,2700000,michaelcarterwilliams
75,Green,Gerald,31,SG,BOS,UFA,2328652,2328652,geraldgreen
76,Terry,Jason,40,SG,MIL,UFA,2328652,2328652,jasonterry
77,Allen,Tony,35,SG,MEM,UFA,2328652,2328652,tonyallen
78,Sessions,Ramon,31,PG,CHA,UFA,2328652,2328652,ramonsessions
79,Afflalo,Arron,31,SG,SAC,UFA,2328652,2328652,arronafflalo
80,Collison,Nick,36,PF,OKC,UFA,2328652,2328652,nickcollison
81,Haslem,Udonis,37,PF,MIA,UFA,2328652,2328652,udonishaslem
82,Green,Jeff,31,SF,ORL,UFA,2328652,2328652,jeffgreen
83,Calderon,Jose,35,PG,ATL,UFA,2328652,2328652,josecalderon
84,Felton,Raymond,33,PG,LAC,UFA,2328652,2328652,raymondfelton
85,West,David,37,PF,GSW,UFA,2328652,2328652,davidwest
86,Cunningham,Dante,30,PF,NOP,UFA,2300000,2300000,dantecunningham
87,Brooks,Aaron,32,PG,IND,UFA,2116955,2116955,aaronbrooks
88,Morrow,Anthony,31,SG,CHI,UFA,2116955,2116955,anthonymorrow
89,Beasley,Michael,28,SF,MIL,UFA,2116955,2116955,michaelbeasley
90,McGee,JaVale,29,C,GSW,UFA,2116955,2116955,javalemcgee
91,Speights,Marreese,30,C,LAC,UFA,2116955,2116955,marreesespeights
92,Richard,Luc,31,SF,LAC,UFA,2116955,2116955,lucrichard
93,Rose,Derrick,28,PG,NYK,UFA,2106470,2106470,derrickrose
94,Casspi,Omri,29,SF,MIN,UFA,2106470,2106470,omricasspi
95,Babbitt,Luke,28,SF,MIA,UFA,1974159,1974159,lukebabbitt
96,Scott,Mike,29,PF,PHX,UFA,1709538,1709538,mikescott
97,Clark,Ian,26,SG,GSW,UFA,1577230,1577230,ianclark
98,Reed,Willie,27,PF,MIA,UFA,1577230,1577230,williereed
99,Rudez,Damjan,31,SF,ORL,RFA,1524305,1524305,damjanrudez
100,McDaniels,K.J.,24,SG,BKN,UFA,1524305,1524305,kjmcdaniels
101,Mickey,Jordan,23,PF,BOS,UFA,1471382,1471382,jordanmickey
102,Weber,Briante,24,SG,CHA,UFA,1471382,1471382,brianteweber
103,Brown,Bobby,33,PG,HOU,RFA,1312611,1312611,bobbybrown
104,Uthoff,Jarrod,24,PF,HOU,UFA,1312611,1312611,jarroduthoff
105,Gbinije,Michael,25,SG,DET,UFA,1312611,1312611,michaelgbinije
106,Plumlee,Marshall,25,PF,NYK,UFA,1312611,1312611,marshallplumlee
107,Niang,Georges,24,SF,IND,UFA,1312611,1312611,georgesniang
108,Georges-Hunt,Marcus,23,SG,ORL,UFA,1312611,1312611,marcusgeorgeshunt
109,Zimmerman,Stephen,21,C,ORL,UFA,1312611,1312611,stephenzimmerman
